task	class	method	rank	feature_index	unitig_id	attribution	unitig_len	n_samples_used
material	intestine	ig	8	84138	3407463	0.04366139695048332	61	9
material	intestine	ig	9	41089	3109616	0.043159857392311096	61	9
material	intestine	ig	10	4503	2820484	0.04315916821360588	61	9
material	intestine	ig	11	24734	2924299	0.043076299130916595	82	9
material	intestine	ig	12	75578	3380456	0.04303062707185745	68	9
material	intestine	ig	13	103838	3471554	0.04253474995493889	104	9
material	intestine	ig	14	102362	3465923	0.04114561155438423	78	9
material	intestine	ig	15	1686	2810767	0.04068945720791817	61	9
material	intestine	ig	16	62257	3319207	0.0406748503446579	62	9
material	intestine	ig	17	106417	3480900	0.03621801733970642	72	9
material	intestine	ig	18	25960	2928744	0.03544660285115242	61	9
material	intestine	ig	19	68762	3338824	0.03475367650389671	107	9
material	intestine	ig	20	10868	2856928	0.034304723143577576	101	9
material	intestine	ig	21	458	2807127	0.03276355564594269	74	9
material	intestine	ig	22	15014	2872568	0.032338473945856094	80	9
material	intestine	ig	23	88419	3419524	0.030898097902536392	181	9
material	intestine	ig	24	89477	3425430	0.029845919460058212	67	9
material	intestine	ig	25	10249	2855824	-0.028895212337374687	61	9
material	intestine	ig	26	101120	3462119	0.028459204360842705	61	9
material	intestine	ig	27	35988	3055674	0.028345130383968353	89	9
material	intestine	ig	28	80950	3396929	0.02730945684015751	105	9
material	intestine	ig	29	84128	3407449	0.02695092186331749	76	9
material	intestine	ig	30	85338	3412000	0.026690207421779633	63	9
material	intestine	ig	31	24302	2923476	0.02449534274637699	61	9
material	intestine	ig	32	436	2807098	0.023554354906082153	73	9
material	intestine	ig	33	8266	2831910	0.023078016936779022	78	9
material	intestine	ig	34	84798	3408139	0.0222020223736763	103	9
material	intestine	ig	35	99389	3457596	0.02132672443985939	61	9
material	intestine	ig	36	35037	3053416	0.021315956488251686	61	9
material	intestine	ig	37	14213	2867639	-0.020996155217289925	96	9
material	intestine	ig	38	108889	3488361	0.020936770364642143	92	9
material	intestine	ig	39	87717	3418805	0.02089255303144455	107	9
material	intestine	ig	40	33513	3028480	0.02080851048231125	76	9
material	intestine	ig	41	42883	3130914	0.020781394094228745	76	9
material	intestine	ig	42	59392	3265914	0.020223436877131462	116	9
material	intestine	ig	43	98246	3453592	0.020043406635522842	92	9
material	intestine	ig	44	85656	3412768	0.01992899924516678	69	9
material	intestine	ig	45	70997	3344949	0.01950090378522873	112	9
material	intestine	ig	46	3578	2816479	0.01933119259774685	96	9
material	intestine	ig	47	50514	3219455	-0.019100649282336235	61	9
material	intestine	ig	48	56013	3255888	0.019071251153945923	77	9
material	intestine	ig	49	32276	3023856	-0.018603438511490822	62	9
material	intestine	ig	50	32246	3023817	-0.018547503277659416	75	9
material	intestine	gxi	1	53875	3250039	0.044471267610788345	61	9
material	intestine	gxi	2	87124	3417743	0.03743453323841095	65	9
material	intestine	gxi	3	49176	3194322	0.034095652401447296	64	9
material	intestine	gxi	4	35209	3054499	0.03318125382065773	79	9
material	intestine	gxi	5	55543	3255308	0.030864963307976723	74	9
material	intestine	gxi	6	41089	3109616	0.029005292803049088	61	9
material	intestine	gxi	7	11766	2861022	0.02865718863904476	61	9
material	intestine	gxi	8	64354	3325934	0.027738012373447418	96	9
material	intestine	gxi	9	106417	3480900	0.026006540283560753	72	9
material	intestine	gxi	10	458	2807127	0.025559797883033752	74	9
material	intestine	gxi	11	24734	2924299	0.025531606748700142	82	9
material	intestine	gxi	12	10868	2856928	0.02546762116253376	101	9
material	intestine	gxi	13	88419	3419524	0.02489613927900791	181	9
material	intestine	gxi	14	85656	3412768	0.024411970749497414	69	9
material	intestine	gxi	15	75578	3380456	0.023033658042550087	68	9
