run_accession	experiment_title	sample_accession	project_name	submission_accession	library_min_fragment_size	bam_md5	assembly_software	library_prep_longitude	library_selection	pcr_isolation_protocol	chip_protocol	sequencing_primer_provider	serotype	environment_feature	last_updated	submitted_galaxy	extraction_protocol	germline	secondary_project	culture_collection	submission_tool	sra_bytes	read_strand	rna_purity_280_ratio	hi_c_protocol	collected_by	submitted_ftp	restriction_enzyme_target_sequence	isolate	fastq_bytes	instrument_platform	variety	sra_file_role	sequencing_date_format	temperature	sra_aspera	ecotype	submitted_aspera	sampling_campaign	bam_ftp	tissue_lib	environmental_sample	control_experiment	sex	submitted_md5	checklist	fastq_galaxy	library_gen_protocol	specimen_voucher	library_prep_latitude	submitted_bytes	taxonomic_identity_marker	run_date	country	ncbi_reporting_standard	sample_description	sra_galaxy	sample_prep_interval	fastq_md5	secondary_study_accession	experimental_protocol	read_count	study_title	bio_material	fastq_file_role	rna_prep_5_protocol	host_body_site	local_environmental_context	assembly_quality	collection_date_end	sample_capture_status	sample_title	host_genotype	host_phenotype	environmental_medium	cultivar	instrument_model	faang_library_selection	target_gene	bam_bytes	library_max_fragment_size	experiment_target	sequencing_date	description	bam_file_role	nominal_sdev	chip_ab_provider	environment_material	host_tax_id	sample_material	sample_storage_processing	sra_md5	cell_type	fastq_ftp	disease	sample_prep_interval_units	broker_name	sub_strain	base_count	library_strategy	restriction_site	serovar	investigation_type	location	library_source	sra_ftp	age	library_layout	experimental_factor	sequencing_primer_catalog	environment_biome	rna_purity_230_ratio	dnase_protocol	dev_stage	library_prep_date_format	bam_aspera	binning_software	datahub	rna_integrity_num	library_prep_date	location_start	marine_region	aligned	file_location	sample_collection	chip_target	nominal_length	broad_scale_environmental_context	sequencing_location	status	completeness_score	lon	fastq_aspera	tax_lineage	host_sex	library_pcr_isolation_protocol	sample_alias	mating_type	collection_date_start	sub_species	contamination_score	run_alias	restriction_enzyme	depth	submitted_file_role	submitted_read_type	library_construction_protocol	host_growth_conditions	collection_date	experiment_alias	host_gravidity	center_name	identified_by	cell_line	sampling_site	host	library_name	tag	first_created	lat	strain	experiment_accession	scientific_name	host_status	tax_id	study_accession	submitted_format	submitted_host_sex	surveillance_target	bisulfite_protocol	altitude	rt_prep_protocol	host_scientific_name	bam_galaxy	accession	secondary_sample_accession	sample_storage	cage_protocol	sampling_platform	taxonomic_classification	location_end	protocol_label	elevation	salinity	sequencing_method	sequencing_primer_lot	first_public	transposase_protocol	study_alias	library_prep_location	rna_prep_3_protocol	ph	sequencing_longitude	tissue_type	isolation_source
SRR20316998	Illumina NovaSeq 6000 sequencing: GSM6353988: HBA_211104_H1930004_CX52_A5_A7_1_P7-3-A11-L6 Homo sapiens OTHER	SAMN29836378	Epigenetic landscape of Human Brains by Single Nucleus DNA Methylation and Chromatin Conformation Profiling - pool99_h1930004_A5-A7	SRA1458104					other						2023-08-07							47644111								29439046;30656336	ILLUMINA		ARCHIVAL_FILE			fasp.sra.ebi.ac.uk:/vol1/srr/SRR203/098/SRR20316998.lite								male			ftp.sra.ebi.ac.uk/vol1/fastq/SRR203/098/SRR20316998/SRR20316998_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR203/098/SRR20316998/SRR20316998_2.fastq.gz							missing	Generic	HBA_211104_H1930004_CX52_A5_A7_1_P7-3-A11-L6	ftp.sra.ebi.ac.uk/vol1/srr/SRR203/098/SRR20316998.lite		2a25996b3a20e18fadae19f8bad32fbf;4878cc8d52b4a65a759464fa6caa3905	SRP387144		633079	Epigenetic landscape of Human Brains by Single Nucleus DNA Methylation and Chromatin Conformation Profiling - pool99_h1930004_A5-A7		GENERATED_FILE;GENERATED_FILE							HBA_211104_H1930004_CX52_A5_A7_1_P7-3-A11-L6					Illumina NovaSeq 6000							Illumina NovaSeq 6000 sequencing: GSM6353988: HBA_211104_H1930004_CX52_A5_A7_1_P7-3-A11-L6 Homo sapiens OTHER								a847b4f9748807860166cf7788d9eba9		ftp.sra.ebi.ac.uk/vol1/fastq/SRR203/098/SRR20316998/SRR20316998_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR203/098/SRR20316998/SRR20316998_2.fastq.gz					184925963	OTHER					GENOMIC	ftp.sra.ebi.ac.uk/vol1/srr/SRR203/098/SRR20316998.lite		PAIRED																						public			fasp.sra.ebi.ac.uk:/vol1/fastq/SRR203/098/SRR20316998/SRR20316998_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR203/098/SRR20316998/SRR20316998_2.fastq.gz	1;131567;2759;33154;33208;6072;33213;33511;7711;89593;7742;7776;117570;117571;8287;1338369;32523;32524;40674;32525;9347;1437010;314146;9443;376913;314293;9526;314295;9604;207598;9605;9606			GSM6353988					GSM6353988_r1					Regions of human brains were dissected. Library prepared following protocol discribed in Luo, Chongyuan, Angeline Rivkin, Jingtian Zhou, Justin P. Sandoval, Laurie Kurihara, Jacinta Lucero, Rosa Castanon, et al. 2018. âRobust Single-Cell DNA Methylome Profiling with snmC-seq2.â Nature Communications 9 (1): 3824.		missing	GSM6353988		GEO						env_tax;env_tax:terrestrial	2023-07-11			SRX16350467	Homo sapiens		9606	PRJNA860184									SRR20316998	SRS13987637											2023-07-11		GSE208580						
SRR20394355	Illumina MiSeq sequencing: WGS of MSSA (from an Irish hospital)	SAMN29883788		SRA1459528					PCR						2022-09-11							256134835							HN0044-2	158708658;161537282	ILLUMINA		ARCHIVAL_FILE			fasp.sra.ebi.ac.uk:/vol1/srr/SRR203/055/SRR20394355											ftp.sra.ebi.ac.uk/vol1/fastq/SRR203/055/SRR20394355/SRR20394355_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR203/055/SRR20394355/SRR20394355_2.fastq.gz							Ireland	Microbe, viral or environmental	WGS of MSSA recovered in Dublin hospital	ftp.sra.ebi.ac.uk/vol1/srr/SRR203/055/SRR20394355		9361eb03f9fda14c0a54806ffc3dabfc;b5e6b0f644cf51b48a99addc0b502bcf	SRP365452		1062626	Meticillin-susceptible Staphylococcus aureus transmission among healthcare workers, patients and the environment in a large acute hospital under non-outbreak conditions investigated using whole-genome sequencing		GENERATED_FILE;GENERATED_FILE							WGS of MSSA recovered in Dublin hospital					Illumina MiSeq							Illumina MiSeq sequencing: WGS of MSSA (from an Irish hospital)					9606			d63f2992677d883aa0681e980f3bf28c		ftp.sra.ebi.ac.uk/vol1/fastq/SRR203/055/SRR20394355/SRR20394355_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR203/055/SRR20394355/SRR20394355_2.fastq.gz					459760414	WGS					GENOMIC	ftp.sra.ebi.ac.uk/vol1/srr/SRR203/055/SRR20394355		PAIRED										dcc_compare												public			fasp.sra.ebi.ac.uk:/vol1/fastq/SRR203/055/SRR20394355/SRR20394355_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR203/055/SRR20394355/SRR20394355_2.fastq.gz	1;131567;2;1783272;1239;91061;1385;90964;1279;1280			145					HN0044-2_S11_L001_R1_001.fastq.gz							Not provided	HN0044-2		SUB11831867				Homo sapiens	HN0044-2	pathogen;pathogen:priority;pathogen:bacterium	2022-09-10			SRX16427058	Staphylococcus aureus		1280	PRJNA818983							Homo sapiens		SRR20394355	SRS14063816											2022-09-10		PRJNA818983						Healthcare worker (nasal)
SRR21005136	Illumina NovaSeq 6000 sequencing: GSM6440250: HBA_220215_H1930004_CX47_SI_1_P1-4-K15-L8 Homo sapiens OTHER	SAMN30238649	Epigenetic landscape of Human Brains by Single Nucleus DNA Methylation and Chromatin Conformation Profiling - pool118_h1930004_SI	SRA1472805					other						2023-07-25							47576848								27134961;28495518	ILLUMINA		ARCHIVAL_FILE			fasp.sra.ebi.ac.uk:/vol1/srr/SRR210/036/SRR21005136.lite								male			ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/036/SRR21005136/SRR21005136_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/036/SRR21005136/SRR21005136_2.fastq.gz							missing	Generic	HBA_220215_H1930004_CX47_SI_1_P1-4-K15-L8	ftp.sra.ebi.ac.uk/vol1/srr/SRR210/036/SRR21005136.lite		31f2049e891d9621d5d8a6a041507dfb;8a841edc22e49065ed01e32a2aae8a9c	SRP390888		659628	Epigenetic landscape of Human Brains by Single Nucleus DNA Methylation and Chromatin Conformation Profiling - pool118_h1930004_SI		GENERATED_FILE;GENERATED_FILE							HBA_220215_H1930004_CX47_SI_1_P1-4-K15-L8					Illumina NovaSeq 6000							Illumina NovaSeq 6000 sequencing: GSM6440250: HBA_220215_H1930004_CX47_SI_1_P1-4-K15-L8 Homo sapiens OTHER								293bb7e44789f05372a69219dfe5e6f9		ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/036/SRR21005136/SRR21005136_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/036/SRR21005136/SRR21005136_2.fastq.gz					192122073	OTHER					GENOMIC	ftp.sra.ebi.ac.uk/vol1/srr/SRR210/036/SRR21005136.lite		PAIRED																						public			fasp.sra.ebi.ac.uk:/vol1/fastq/SRR210/036/SRR21005136/SRR21005136_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR210/036/SRR21005136/SRR21005136_2.fastq.gz	1;131567;2759;33154;33208;6072;33213;33511;7711;89593;7742;7776;117570;117571;8287;1338369;32523;32524;40674;32525;9347;1437010;314146;9443;376913;314293;9526;314295;9604;207598;9605;9606			GSM6440250					GSM6440250_r1					Regions of human brains were dissected. Library prepared following protocol discribed in Luo, Chongyuan, Angeline Rivkin, Jingtian Zhou, Justin P. Sandoval, Laurie Kurihara, Jacinta Lucero, Rosa Castanon, et al. 2018. âRobust Single-Cell DNA Methylome Profiling with snmC-seq2.â Nature Communications 9 (1): 3824.		missing	GSM6440250		GEO						env_tax;env_tax:terrestrial	2023-07-09			SRX17021716	Homo sapiens		9606	PRJNA868320									SRR21005136	SRS14605507											2023-07-09		GSE210907						
SRR21006026	Illumina NovaSeq 6000 sequencing: GSM6441140: HBA_220215_H1930004_CX47_SI_1_P4-2-O21-A4 Homo sapiens OTHER	SAMN30239405	Epigenetic landscape of Human Brains by Single Nucleus DNA Methylation and Chromatin Conformation Profiling - pool118_h1930004_SI	SRA1472805					other						2023-08-03							46229983								26491187;27794668	ILLUMINA		ARCHIVAL_FILE			fasp.sra.ebi.ac.uk:/vol1/srr/SRR210/026/SRR21006026.lite								male			ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/026/SRR21006026/SRR21006026_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/026/SRR21006026/SRR21006026_2.fastq.gz							missing	Generic	HBA_220215_H1930004_CX47_SI_1_P4-2-O21-A4	ftp.sra.ebi.ac.uk/vol1/srr/SRR210/026/SRR21006026.lite		070cd24127fbd824688fe16e2e4049cc;9b16503352dee697dfa4a10d63616882	SRP390888		642655	Epigenetic landscape of Human Brains by Single Nucleus DNA Methylation and Chromatin Conformation Profiling - pool118_h1930004_SI		GENERATED_FILE;GENERATED_FILE							HBA_220215_H1930004_CX47_SI_1_P4-2-O21-A4					Illumina NovaSeq 6000							Illumina NovaSeq 6000 sequencing: GSM6441140: HBA_220215_H1930004_CX47_SI_1_P4-2-O21-A4 Homo sapiens OTHER								41bb443d666ef40616d9fcb7e33d0d19		ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/026/SRR21006026/SRR21006026_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/026/SRR21006026/SRR21006026_2.fastq.gz					186951302	OTHER					GENOMIC	ftp.sra.ebi.ac.uk/vol1/srr/SRR210/026/SRR21006026.lite		PAIRED																						public			fasp.sra.ebi.ac.uk:/vol1/fastq/SRR210/026/SRR21006026/SRR21006026_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR210/026/SRR21006026/SRR21006026_2.fastq.gz	1;131567;2759;33154;33208;6072;33213;33511;7711;89593;7742;7776;117570;117571;8287;1338369;32523;32524;40674;32525;9347;1437010;314146;9443;376913;314293;9526;314295;9604;207598;9605;9606			GSM6441140					GSM6441140_r1					Regions of human brains were dissected. Library prepared following protocol discribed in Luo, Chongyuan, Angeline Rivkin, Jingtian Zhou, Justin P. Sandoval, Laurie Kurihara, Jacinta Lucero, Rosa Castanon, et al. 2018. âRobust Single-Cell DNA Methylome Profiling with snmC-seq2.â Nature Communications 9 (1): 3824.		missing	GSM6441140		GEO						env_tax;env_tax:terrestrial	2023-07-10			SRX17021886	Homo sapiens		9606	PRJNA868320									SRR21006026	SRS14606551											2023-07-10		GSE210907						
SRR2101453	Illumina HiSeq 2500 sequencing: Mycobacterium tuberculosis raw sequence reads: Sample 54ba37ba-92ae-4d4c-8ab4-a61e4420c6c6	SAMN03648700	Mycobacterium tuberculosis	SRA277626					RANDOM						2016-06-28							354861215				missing			54ba37ba-92ae-4d4c-8ab4-a61e4420c6c6	113840019;174474996	ILLUMINA		ARCHIVAL_FILE			fasp.sra.ebi.ac.uk:/vol1/srr/SRR210/003/SRR2101453											ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/003/SRR2101453/SRR2101453_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/003/SRR2101453/SRR2101453_2.fastq.gz							missing	Pathogen.cl	Pathogen: clinical or host-associated sample from Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/srr/SRR210/003/SRR2101453		9df091acb240db65d726c64a21a026d0;a38ecd26ddcf6671f4fb069f53de243d	SRP061066		1074961	Mycobacterium tuberculosis Raw sequence reads		GENERATED_FILE;GENERATED_FILE							Pathogen: clinical or host-associated sample from Mycobacterium tuberculosis					Illumina HiSeq 2500							Illumina HiSeq 2500 sequencing: Mycobacterium tuberculosis raw sequence reads: Sample 54ba37ba-92ae-4d4c-8ab4-a61e4420c6c6								3451fe7ad89ba6eebd653ce552e344ac		ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/003/SRR2101453/SRR2101453_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/003/SRR2101453/SRR2101453_2.fastq.gz					551914171	WGS					GENOMIC	ftp.sra.ebi.ac.uk/vol1/srr/SRR210/003/SRR2101453		PAIRED										dcc_compare												public			fasp.sra.ebi.ac.uk:/vol1/fastq/SRR210/003/SRR2101453/SRR2101453_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR210/003/SRR2101453/SRR2101453_2.fastq.gz	1;131567;2;1783272;201174;1760;85007;1762;1763;77643;1773			54ba37ba-92ae-4d4c-8ab4-a61e4420c6c6					54ba37ba-92ae-4d4c-8ab4-a61e4420c6c6_R00000039_v3.bam							missing	54ba37ba-92ae-4d4c-8ab4-a61e4420c6c6						missing	54ba37ba-92ae-4d4c-8ab4-a61e4420c6c6	pathogen;pathogen:priority;pathogen:bacterium	2015-11-03			SRX1096147	Mycobacterium tuberculosis		1773	PRJNA282721							missing		SRR2101453	SRS991049											2015-11-03		PRJNA282721						missing
SRR21025576	HiSeq X Ten sequencing: WGS of White-rumped shama: toepad from museum	SAMN30201849		SRA1474242					RANDOM						2023-09-04							6336536914							ZRC 3.22478	3613269909;3575840609	ILLUMINA		ARCHIVAL_FILE			fasp.sra.ebi.ac.uk:/vol1/srr/SRR210/076/SRR21025576.lite											ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/076/SRR21025576/SRR21025576_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/076/SRR21025576/SRR21025576_2.fastq.gz								Model organism or animal	Model organism or animal sample from Copsychus malabaricus tricolor	ftp.sra.ebi.ac.uk/vol1/srr/SRR210/076/SRR21025576.lite		aae2a39929c4d79b14c0279c2d132a69;2256f3adab58704895dbd892f6f33ae5	SRP391872		84209179	Genomes from historic DNA unveil massive hidden extinction and terminal endangerment in a tropical Asian songbird radiation		GENERATED_FILE;GENERATED_FILE							Model organism or animal sample from Copsychus malabaricus tricolor					HiSeq X Ten							HiSeq X Ten sequencing: WGS of White-rumped shama: toepad from museum								826043bc9b90ce9dda24c3d693dcac9d		ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/076/SRR21025576/SRR21025576_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/076/SRR21025576/SRR21025576_2.fastq.gz					25262753700	WGS					GENOMIC	ftp.sra.ebi.ac.uk/vol1/srr/SRR210/076/SRR21025576.lite		PAIRED																						public			fasp.sra.ebi.ac.uk:/vol1/fastq/SRR210/076/SRR21025576/SRR21025576_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR210/076/SRR21025576/SRR21025576_2.fastq.gz	1;131567;2759;33154;33208;6072;33213;33511;7711;89593;7742;7776;117570;117571;8287;1338369;32523;32524;8457;32561;1329799;8492;436486;436489;436491;436492;8782;8825;3078114;3073808;3073809;9126;36291;125862;1948888;2972024			ZRC 3.22478			tricolor		A3_22478_DKDL202004197-1a-D702-AK1545_H7YJ5CCX2_L3_1.fq.gz								L06		SUB11896183					L06		2023-09-02			SRX17041851	Copsychus malabaricus tricolor		2972024	PRJNA867483									SRR21025576	SRS14626523											2023-09-02		PRJNA867483					Toepad	
SRR21150820	Illumina HiSeq 2000 sequencing: Tibet horse	SAMN30428658		SRA1480022					RANDOM						2023-08-27							1670120071								1185081048;1185147668	ILLUMINA		ARCHIVAL_FILE			fasp.sra.ebi.ac.uk:/vol1/srr/SRR211/020/SRR21150820.lite											ftp.sra.ebi.ac.uk/vol1/fastq/SRR211/020/SRR21150820/SRR21150820_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR211/020/SRR21150820/SRR21150820_2.fastq.gz							China:xinjiang	Metagenome or environmental	Metagenome or environmental sample from gut metagenome	ftp.sra.ebi.ac.uk/vol1/srr/SRR211/020/SRR21150820.lite		863860523851bf178f26c86322d0a98d;b21dd5d3fb5e0d12303b6221969cb78a	SRP393213		22251422	Meta analysis of racehorses		GENERATED_FILE;GENERATED_FILE					2020-12-31		Metagenome or environmental sample from gut metagenome					Illumina HiSeq 2000							Illumina HiSeq 2000 sequencing: Tibet horse								8b3357d0b1a57e231f79bc8ea2c4c7f8		ftp.sra.ebi.ac.uk/vol1/fastq/SRR211/020/SRR21150820/SRR21150820_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR211/020/SRR21150820/SRR21150820_2.fastq.gz					6675426600	WGS					GENOMIC	ftp.sra.ebi.ac.uk/vol1/srr/SRR211/020/SRR21150820.lite		PAIRED										dcc_metagenome												public			fasp.sra.ebi.ac.uk:/vol1/fastq/SRR211/020/SRR21150820/SRR21150820_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR211/020/SRR21150820/SRR21150820_2.fastq.gz	1;2787823;12908;408169;410656;749906			HGM172		2020-01-01			FKDO210250037-1A_350.nohost.fq1.gz							2020	HGM172		SUB11857675				missing	HGM172		2023-08-27			SRX17162722	gut metagenome		749906	PRJNA871798							missing		SRR21150820	SRS14734105											2023-08-27		PRJNA871798						missing
SRR21150886	Illumina HiSeq 2000 sequencing: YiLi horse	SAMN30428709		SRA1480022					RANDOM						2023-08-27							1859478462								1317399257;1318243452	ILLUMINA		ARCHIVAL_FILE			fasp.sra.ebi.ac.uk:/vol1/srr/SRR211/086/SRR21150886.lite											ftp.sra.ebi.ac.uk/vol1/fastq/SRR211/086/SRR21150886/SRR21150886_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR211/086/SRR21150886/SRR21150886_2.fastq.gz							China:xinjiang	Metagenome or environmental	Metagenome or environmental sample from gut metagenome	ftp.sra.ebi.ac.uk/vol1/srr/SRR211/086/SRR21150886.lite		d22d005c1e3edf6123a229924786963c;9cfdcbe5de458ebe2832d500b89fc1b5	SRP393213		24768083	Meta analysis of racehorses		GENERATED_FILE;GENERATED_FILE					2020-12-31		Metagenome or environmental sample from gut metagenome					Illumina HiSeq 2000							Illumina HiSeq 2000 sequencing: YiLi horse								9b7dd55926620c71a1b01011fd4992d7		ftp.sra.ebi.ac.uk/vol1/fastq/SRR211/086/SRR21150886/SRR21150886_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR211/086/SRR21150886/SRR21150886_2.fastq.gz					7430424900	WGS					GENOMIC	ftp.sra.ebi.ac.uk/vol1/srr/SRR211/086/SRR21150886.lite		PAIRED										dcc_metagenome												public			fasp.sra.ebi.ac.uk:/vol1/fastq/SRR211/086/SRR21150886/SRR21150886_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR211/086/SRR21150886/SRR21150886_2.fastq.gz	1;2787823;12908;408169;410656;749906			HGM223		2020-01-01			HFM43_350.nohost.fq1.gz							2020	HGM223		SUB11857675				missing	HGM223		2023-08-27			SRX17162656	gut metagenome		749906	PRJNA871798							missing		SRR21150886	SRS14734039											2023-08-27		PRJNA871798						missing
SRR21150907	Illumina HiSeq 2000 sequencing: YiLi horse	SAMN30428690		SRA1480022					RANDOM						2023-08-27							1748564888								1255249677;1255591617	ILLUMINA		ARCHIVAL_FILE			fasp.sra.ebi.ac.uk:/vol1/srr/SRR211/007/SRR21150907.lite											ftp.sra.ebi.ac.uk/vol1/fastq/SRR211/007/SRR21150907/SRR21150907_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR211/007/SRR21150907/SRR21150907_2.fastq.gz							China:xinjiang	Metagenome or environmental	Metagenome or environmental sample from gut metagenome	ftp.sra.ebi.ac.uk/vol1/srr/SRR211/007/SRR21150907.lite		10d2660276c3e10dd1bc3554daab8392;8b45828634d890ce78af4ff30334de6f	SRP393213		23318140	Meta analysis of racehorses		GENERATED_FILE;GENERATED_FILE					2020-12-31		Metagenome or environmental sample from gut metagenome					Illumina HiSeq 2000							Illumina HiSeq 2000 sequencing: YiLi horse								43e9d9f65da01168ad0a924172cc59d6		ftp.sra.ebi.ac.uk/vol1/fastq/SRR211/007/SRR21150907/SRR21150907_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR211/007/SRR21150907/SRR21150907_2.fastq.gz					6995442000	WGS					GENOMIC	ftp.sra.ebi.ac.uk/vol1/srr/SRR211/007/SRR21150907.lite		PAIRED										dcc_metagenome												public			fasp.sra.ebi.ac.uk:/vol1/fastq/SRR211/007/SRR21150907/SRR21150907_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR211/007/SRR21150907/SRR21150907_2.fastq.gz	1;2787823;12908;408169;410656;749906			HGM204		2020-01-01			HFM24_350.nohost.fq1.gz							2020	HGM204		SUB11857675				missing	HGM204		2023-08-27			SRX17162635	gut metagenome		749906	PRJNA871798							missing		SRR21150907	SRS14734018											2023-08-27		PRJNA871798						missing
SRR21151030	Illumina HiSeq 2000 sequencing: Tibet horse	SAMN30428664		SRA1480022					RANDOM						2023-08-27							1603450382								1077098619;1077540003	ILLUMINA		ARCHIVAL_FILE			fasp.sra.ebi.ac.uk:/vol1/srr/SRR211/030/SRR21151030.lite											ftp.sra.ebi.ac.uk/vol1/fastq/SRR211/030/SRR21151030/SRR21151030_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR211/030/SRR21151030/SRR21151030_2.fastq.gz							China:xinjiang	Metagenome or environmental	Metagenome or environmental sample from gut metagenome	ftp.sra.ebi.ac.uk/vol1/srr/SRR211/030/SRR21151030.lite		bc76ac93f44cf18a318f3fe1ac5e9ed3;e3d3fb9d95d3399ea767b20eb3531f6c	SRP393213		21435563	Meta analysis of racehorses		GENERATED_FILE;GENERATED_FILE					2020-12-31		Metagenome or environmental sample from gut metagenome					Illumina HiSeq 2000							Illumina HiSeq 2000 sequencing: Tibet horse								337b18c442017dce36cce941bb700794		ftp.sra.ebi.ac.uk/vol1/fastq/SRR211/030/SRR21151030/SRR21151030_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR211/030/SRR21151030/SRR21151030_2.fastq.gz					6430668900	WGS					GENOMIC	ftp.sra.ebi.ac.uk/vol1/srr/SRR211/030/SRR21151030.lite		PAIRED										dcc_metagenome												public			fasp.sra.ebi.ac.uk:/vol1/fastq/SRR211/030/SRR21151030/SRR21151030_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR211/030/SRR21151030/SRR21151030_2.fastq.gz	1;2787823;12908;408169;410656;749906			HGM178		2020-01-01			FKDO210250043-1A_350.nohost.fq1.gz							2020	HGM178		SUB11857675				missing	HGM178		2023-08-27			SRX17162513	gut metagenome		749906	PRJNA871798							missing		SRR21151030	SRS14733896											2023-08-27		PRJNA871798						missing
SRR21200827	Illumina HiSeq 4000 sequencing: target capture pool-seq of douglas-fir fungal infected needles	SAMN30311004	Pseudotsuga menziesii var. menziesii	SRA1483519					Reduced Representation						2022-11-23							2617514474								1879060612;1885145948	ILLUMINA		ARCHIVAL_FILE			fasp.sra.ebi.ac.uk:/vol1/srr/SRR212/027/SRR21200827											ftp.sra.ebi.ac.uk/vol1/fastq/SRR212/027/SRR21200827/SRR21200827_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR212/027/SRR21200827/SRR21200827_2.fastq.gz							USA	Plant	DF_SNC_fp1R	ftp.sra.ebi.ac.uk/vol1/srr/SRR212/027/SRR21200827		e6ffad1766a17993243a117eb4ce2a38;5871eddf58b0d1bc4fa519f2db495250	SRP393992		26273923	Pseudotsuga menziesii var. menziesii Raw sequence reads		GENERATED_FILE;GENERATED_FILE							DF_SNC_fp1R					Illumina HiSeq 4000							Illumina HiSeq 4000 sequencing: target capture pool-seq of douglas-fir fungal infected needles								b50525928bbbb897a1b427ee64316402		ftp.sra.ebi.ac.uk/vol1/fastq/SRR212/027/SRR21200827/SRR21200827_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR212/027/SRR21200827/SRR21200827_2.fastq.gz					7934724746	WGS					GENOMIC	ftp.sra.ebi.ac.uk/vol1/srr/SRR212/027/SRR21200827		PAIRED																						public			fasp.sra.ebi.ac.uk:/vol1/fastq/SRR212/027/SRR21200827/SRR21200827_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR212/027/SRR21200827/SRR21200827_2.fastq.gz	1;131567;2759;33090;35493;131221;3193;58023;78536;58024;1437180;58019;3313;2821352;1446380;3318;3356;3357;278161			NS.1323.001.D704---D501.DF_SNC_fp1R_cap185_kit10					NS.1323.001.D704---D501.DF_SNC_fp1R_cap185_kit10_R1.fastq.gz								DF_SNC_fp1R		SUB11913024					DF_SNC_fp1R		2022-11-23			SRX17211938	Pseudotsuga menziesii var. menziesii		278161	PRJNA867661									SRR21200827	SRS14779157											2022-11-23		PRJNA867661					needle.92	
