run_accession	experiment_title	sample_accession	project_name	submission_accession	library_min_fragment_size	bam_md5	assembly_software	library_prep_longitude	library_selection	pcr_isolation_protocol	chip_protocol	sequencing_primer_provider	serotype	environment_feature	last_updated	submitted_galaxy	extraction_protocol	germline	secondary_project	culture_collection	submission_tool	sra_bytes	read_strand	rna_purity_280_ratio	hi_c_protocol	collected_by	submitted_ftp	restriction_enzyme_target_sequence	isolate	fastq_bytes	instrument_platform	variety	sra_file_role	sequencing_date_format	temperature	sra_aspera	ecotype	submitted_aspera	sampling_campaign	bam_ftp	tissue_lib	environmental_sample	control_experiment	sex	submitted_md5	checklist	fastq_galaxy	library_gen_protocol	specimen_voucher	library_prep_latitude	submitted_bytes	taxonomic_identity_marker	run_date	country	ncbi_reporting_standard	sample_description	sra_galaxy	sample_prep_interval	fastq_md5	secondary_study_accession	experimental_protocol	read_count	study_title	bio_material	fastq_file_role	rna_prep_5_protocol	host_body_site	local_environmental_context	assembly_quality	collection_date_end	sample_capture_status	sample_title	host_genotype	host_phenotype	environmental_medium	cultivar	instrument_model	faang_library_selection	target_gene	bam_bytes	library_max_fragment_size	experiment_target	sequencing_date	description	bam_file_role	nominal_sdev	chip_ab_provider	environment_material	host_tax_id	sample_material	sample_storage_processing	sra_md5	cell_type	fastq_ftp	disease	sample_prep_interval_units	broker_name	sub_strain	base_count	library_strategy	restriction_site	serovar	investigation_type	location	library_source	sra_ftp	age	library_layout	experimental_factor	sequencing_primer_catalog	environment_biome	rna_purity_230_ratio	dnase_protocol	dev_stage	library_prep_date_format	bam_aspera	binning_software	datahub	rna_integrity_num	library_prep_date	location_start	marine_region	aligned	file_location	sample_collection	chip_target	nominal_length	broad_scale_environmental_context	sequencing_location	status	completeness_score	lon	fastq_aspera	tax_lineage	host_sex	library_pcr_isolation_protocol	sample_alias	mating_type	collection_date_start	sub_species	contamination_score	run_alias	restriction_enzyme	depth	submitted_file_role	submitted_read_type	library_construction_protocol	host_growth_conditions	collection_date	experiment_alias	host_gravidity	center_name	identified_by	cell_line	sampling_site	host	library_name	tag	first_created	lat	strain	experiment_accession	scientific_name	host_status	tax_id	study_accession	submitted_format	submitted_host_sex	surveillance_target	bisulfite_protocol	altitude	rt_prep_protocol	host_scientific_name	bam_galaxy	accession	secondary_sample_accession	sample_storage	cage_protocol	sampling_platform	taxonomic_classification	location_end	protocol_label	elevation	salinity	sequencing_method	sequencing_primer_lot	first_public	transposase_protocol	study_alias	library_prep_location	rna_prep_3_protocol	ph	sequencing_longitude	tissue_type	isolation_source
SRR24955152	Illumina HiSeq X sequencing: WGS of human dental plaque: supragingival	SAMN35772816		SRA1657243					RANDOM					Supragingival	2023-09-24							266167962							missing	190767721;191993001	ILLUMINA		ARCHIVAL_FILE			fasp.sra.ebi.ac.uk:/vol1/srr/SRR249/052/SRR24955152.lite											ftp.sra.ebi.ac.uk/vol1/fastq/SRR249/052/SRR24955152/SRR24955152_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR249/052/SRR24955152/SRR24955152_2.fastq.gz							USA: Indiana, Fort Wayne	MIMARKS.specimen;MIGS/MIMS/MIMARKS.human-oral	Keywords: GSC:MIxS MIMARKS:6.0	ftp.sra.ebi.ac.uk/vol1/srr/SRR249/052/SRR24955152.lite		8e85d14c7dd2a9996cda8269071266f3;4f7dc5173aff050b0d1eb668472e97cf	SRP444524		3424618	CCSORC004913 - Supragingival Plaque Microbiome		GENERATED_FILE;GENERATED_FILE			Supragingival		2022-07-13		10011061_V3			Plaque		Illumina HiSeq X							Illumina HiSeq X sequencing: WGS of human dental plaque: supragingival				Plaque	9606			d4e7484a113ddb2c85562ffbe16f6952		ftp.sra.ebi.ac.uk/vol1/fastq/SRR249/052/SRR24955152/SRR24955152_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR249/052/SRR24955152/SRR24955152_2.fastq.gz					1034234636	WGS				41.12 N 85.12 W	GENOMIC	ftp.sra.ebi.ac.uk/vol1/srr/SRR249/052/SRR24955152.lite		PAIRED			Oral							dcc_metagenome			41.12 N 85.12 W							Oral		public		-85.12	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR249/052/SRR24955152/SRR24955152_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR249/052/SRR24955152/SRR24955152_2.fastq.gz	1;2787823;12908;408169;410656;447426	female		10011061_V3		2022-07-12			10011061_V3_A_CP04489-B_S67_L003_R1_001.fastq.gz							2022-07-13	CCSORC004913-10011061-V3		SUB13039052				Homo sapiens	CCSORC004913-10011061-V3	env_geo;env_geo:terrestrial	2023-09-24	41.12		SRX20713028	human oral metagenome		447426	PRJNA984617							Homo sapiens		SRR24955152	SRS18005191					41.12 N 85.12 W						2023-09-24		PRJNA984617						
SRR24955153	Illumina HiSeq X sequencing: WGS of human dental plaque: supragingival	SAMN35772815		SRA1657243					RANDOM					Supragingival	2023-09-24							102307118							missing	75055541;75382133	ILLUMINA		ARCHIVAL_FILE			fasp.sra.ebi.ac.uk:/vol1/srr/SRR249/053/SRR24955153.lite											ftp.sra.ebi.ac.uk/vol1/fastq/SRR249/053/SRR24955153/SRR24955153_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR249/053/SRR24955153/SRR24955153_2.fastq.gz							USA: Indiana, Fort Wayne	MIMARKS.specimen;MIGS/MIMS/MIMARKS.human-oral	Keywords: GSC:MIxS MIMARKS:6.0	ftp.sra.ebi.ac.uk/vol1/srr/SRR249/053/SRR24955153.lite		cb191fa00c242cc6b0e2ac1ea42bf5d4;a3a17514b7d1b4c74ff72e43304c8f81	SRP444524		1314807	CCSORC004913 - Supragingival Plaque Microbiome		GENERATED_FILE;GENERATED_FILE			Supragingival		2022-05-18		10011061_V2			Plaque		Illumina HiSeq X							Illumina HiSeq X sequencing: WGS of human dental plaque: supragingival				Plaque	9606			5a6a0594cd13f9b3773756e29cd2153e		ftp.sra.ebi.ac.uk/vol1/fastq/SRR249/053/SRR24955153/SRR24955153_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR249/053/SRR24955153/SRR24955153_2.fastq.gz					397071714	WGS				41.12 N 85.12 W	GENOMIC	ftp.sra.ebi.ac.uk/vol1/srr/SRR249/053/SRR24955153.lite		PAIRED			Oral							dcc_metagenome			41.12 N 85.12 W							Oral		public		-85.12	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR249/053/SRR24955153/SRR24955153_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR249/053/SRR24955153/SRR24955153_2.fastq.gz	1;2787823;12908;408169;410656;447426	female		10011061_V2		2022-05-17			10011061_V2_A_CP04489_S423_L005_R1_001.fastq.gz							2022-05-18	CCSORC004913-10011061-V2		SUB13039052				Homo sapiens	CCSORC004913-10011061-V2	env_geo;env_geo:terrestrial	2023-09-24	41.12		SRX20713027	human oral metagenome		447426	PRJNA984617							Homo sapiens		SRR24955153	SRS18005189					41.12 N 85.12 W						2023-09-24		PRJNA984617						
SRR24955157	Illumina HiSeq X sequencing: WGS of human dental plaque: supragingival	SAMN35772757		SRA1657243					RANDOM					Supragingival	2023-09-24							111828021							missing	81444629;81754453	ILLUMINA		ARCHIVAL_FILE			fasp.sra.ebi.ac.uk:/vol1/srr/SRR249/057/SRR24955157.lite											ftp.sra.ebi.ac.uk/vol1/fastq/SRR249/057/SRR24955157/SRR24955157_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR249/057/SRR24955157/SRR24955157_2.fastq.gz							USA: Indiana, Fort Wayne	MIMARKS.specimen;MIGS/MIMS/MIMARKS.human-oral	Keywords: GSC:MIxS MIMARKS:6.0	ftp.sra.ebi.ac.uk/vol1/srr/SRR249/057/SRR24955157.lite		b944f7c193820dde0fb61adc1aea2846;5f930dacb316c8bb7a67e99cda12d3dd	SRP444524		1435570	CCSORC004913 - Supragingival Plaque Microbiome		GENERATED_FILE;GENERATED_FILE			Supragingival		2022-04-19		10011040_V1			Plaque		Illumina HiSeq X							Illumina HiSeq X sequencing: WGS of human dental plaque: supragingival				Plaque	9606			00296929b2f7340faca9924d970eebaf		ftp.sra.ebi.ac.uk/vol1/fastq/SRR249/057/SRR24955157/SRR24955157_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR249/057/SRR24955157/SRR24955157_2.fastq.gz					433542140	WGS				41.12 N 85.12 W	GENOMIC	ftp.sra.ebi.ac.uk/vol1/srr/SRR249/057/SRR24955157.lite		PAIRED			Oral							dcc_metagenome			41.12 N 85.12 W							Oral		public		-85.12	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR249/057/SRR24955157/SRR24955157_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR249/057/SRR24955157/SRR24955157_2.fastq.gz	1;2787823;12908;408169;410656;447426	female		10011040_V1		2022-04-18			10011040_V1_A_CP04489_S101_L001_R1_001.fastq.gz							2022-04-19	CCSORC004913-10011040-V1		SUB13039052				Homo sapiens	CCSORC004913-10011040-V1	env_geo;env_geo:terrestrial	2023-09-24	41.12		SRX20713023	human oral metagenome		447426	PRJNA984617							Homo sapiens		SRR24955157	SRS18005186					41.12 N 85.12 W						2023-09-24		PRJNA984617						
SRR24955159	Illumina HiSeq X sequencing: WGS of human dental plaque: supragingival	SAMN35772755		SRA1657243					RANDOM					Supragingival	2023-09-24							208762876							missing	152776457;153150409	ILLUMINA		ARCHIVAL_FILE			fasp.sra.ebi.ac.uk:/vol1/srr/SRR249/059/SRR24955159.lite											ftp.sra.ebi.ac.uk/vol1/fastq/SRR249/059/SRR24955159/SRR24955159_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR249/059/SRR24955159/SRR24955159_2.fastq.gz							USA: Indiana, Fort Wayne	MIMARKS.specimen;MIGS/MIMS/MIMARKS.human-oral	Keywords: GSC:MIxS MIMARKS:6.0	ftp.sra.ebi.ac.uk/vol1/srr/SRR249/059/SRR24955159.lite		b81394603f1b3aa97f9e0c98f48be1f4;51c1c4b43c0aef660f1c106030e64e24	SRP444524		2689781	CCSORC004913 - Supragingival Plaque Microbiome		GENERATED_FILE;GENERATED_FILE			Supragingival		2022-05-17		10011039_V2			Plaque		Illumina HiSeq X							Illumina HiSeq X sequencing: WGS of human dental plaque: supragingival				Plaque	9606			a736455e1901043cc935af269d40c2c4		ftp.sra.ebi.ac.uk/vol1/fastq/SRR249/059/SRR24955159/SRR24955159_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR249/059/SRR24955159/SRR24955159_2.fastq.gz					812313862	WGS				41.12 N 85.12 W	GENOMIC	ftp.sra.ebi.ac.uk/vol1/srr/SRR249/059/SRR24955159.lite		PAIRED			Oral							dcc_metagenome			41.12 N 85.12 W							Oral		public		-85.12	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR249/059/SRR24955159/SRR24955159_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR249/059/SRR24955159/SRR24955159_2.fastq.gz	1;2787823;12908;408169;410656;447426	female		10011039_V2		2022-05-16			10011039_V2_A_CP04489_S405_L005_R1_001.fastq.gz							2022-05-17	CCSORC004913-10011039-V2		SUB13039052				Homo sapiens	CCSORC004913-10011039-V2	env_geo;env_geo:terrestrial	2023-09-24	41.12		SRX20713021	human oral metagenome		447426	PRJNA984617							Homo sapiens		SRR24955159	SRS18005183					41.12 N 85.12 W						2023-09-24		PRJNA984617						
SRR24955160	Illumina HiSeq X sequencing: WGS of human dental plaque: supragingival	SAMN35772754		SRA1657243					RANDOM					Supragingival	2023-09-24							192148997							missing	140535351;140989881	ILLUMINA		ARCHIVAL_FILE			fasp.sra.ebi.ac.uk:/vol1/srr/SRR249/060/SRR24955160.lite											ftp.sra.ebi.ac.uk/vol1/fastq/SRR249/060/SRR24955160/SRR24955160_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR249/060/SRR24955160/SRR24955160_2.fastq.gz							USA: Indiana, Fort Wayne	MIMARKS.specimen;MIGS/MIMS/MIMARKS.human-oral	Keywords: GSC:MIxS MIMARKS:6.0	ftp.sra.ebi.ac.uk/vol1/srr/SRR249/060/SRR24955160.lite		60da5e4192733e1697ba5fbbea5d3527;bb722dbf90a1c4bd4070d8898e6d79e6	SRP444524		2473069	CCSORC004913 - Supragingival Plaque Microbiome		GENERATED_FILE;GENERATED_FILE			Supragingival		2022-04-19		10011039_V1			Plaque		Illumina HiSeq X							Illumina HiSeq X sequencing: WGS of human dental plaque: supragingival				Plaque	9606			d5f5039828de03b3f658fc5b95a3bfb2		ftp.sra.ebi.ac.uk/vol1/fastq/SRR249/060/SRR24955160/SRR24955160_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR249/060/SRR24955160/SRR24955160_2.fastq.gz					746866838	WGS				41.12 N 85.12 W	GENOMIC	ftp.sra.ebi.ac.uk/vol1/srr/SRR249/060/SRR24955160.lite		PAIRED			Oral							dcc_metagenome			41.12 N 85.12 W							Oral		public		-85.12	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR249/060/SRR24955160/SRR24955160_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR249/060/SRR24955160/SRR24955160_2.fastq.gz	1;2787823;12908;408169;410656;447426	female		10011039_V1		2022-04-18			10011039_V1_A_CP04489_S100_L001_R1_001.fastq.gz							2022-04-19	CCSORC004913-10011039-V1		SUB13039052				Homo sapiens	CCSORC004913-10011039-V1	env_geo;env_geo:terrestrial	2023-09-24	41.12		SRX20713020	human oral metagenome		447426	PRJNA984617							Homo sapiens		SRR24955160	SRS18005184					41.12 N 85.12 W						2023-09-24		PRJNA984617						
SRR24955165	Illumina HiSeq X sequencing: WGS of human dental plaque: supragingival	SAMN35772651		SRA1657243					RANDOM					Supragingival	2023-09-24							84874257							missing	61633446;62018677	ILLUMINA		ARCHIVAL_FILE			fasp.sra.ebi.ac.uk:/vol1/srr/SRR249/065/SRR24955165.lite											ftp.sra.ebi.ac.uk/vol1/fastq/SRR249/065/SRR24955165/SRR24955165_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR249/065/SRR24955165/SRR24955165_2.fastq.gz							USA: Indiana, Fort Wayne	MIMARKS.specimen;MIGS/MIMS/MIMARKS.human-oral	Keywords: GSC:MIxS MIMARKS:6.0	ftp.sra.ebi.ac.uk/vol1/srr/SRR249/065/SRR24955165.lite		0614e3c344e146b13d21a6cf3c7a2c45;8c398e945ea3c89ab0a2451e3dc3a859	SRP444524		1091750	CCSORC004913 - Supragingival Plaque Microbiome		GENERATED_FILE;GENERATED_FILE			Supragingival		2022-07-11		10011004_V3			Plaque		Illumina HiSeq X							Illumina HiSeq X sequencing: WGS of human dental plaque: supragingival				Plaque	9606			4b93377262924cac17d76a9ad55283b8		ftp.sra.ebi.ac.uk/vol1/fastq/SRR249/065/SRR24955165/SRR24955165_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR249/065/SRR24955165/SRR24955165_2.fastq.gz					329708500	WGS				41.12 N 85.12 W	GENOMIC	ftp.sra.ebi.ac.uk/vol1/srr/SRR249/065/SRR24955165.lite		PAIRED			Oral							dcc_metagenome			41.12 N 85.12 W							Oral		public		-85.12	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR249/065/SRR24955165/SRR24955165_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR249/065/SRR24955165/SRR24955165_2.fastq.gz	1;2787823;12908;408169;410656;447426	male		10011004_V3		2022-07-10			10011004_V3_A_CP04489-B_S12_L003_R1_001.fastq.gz							2022-07-11	CCSORC004913-10011004-V3		SUB13039052				Homo sapiens	CCSORC004913-10011004-V3	env_geo;env_geo:terrestrial	2023-09-24	41.12		SRX20713015	human oral metagenome		447426	PRJNA984617							Homo sapiens		SRR24955165	SRS18005178					41.12 N 85.12 W						2023-09-24		PRJNA984617						
SRR24955172	Illumina HiSeq X sequencing: WGS of human dental plaque: supragingival	SAMN35772743		SRA1657243					RANDOM					Supragingival	2023-09-24							109176110							missing	79832821;80145097	ILLUMINA		ARCHIVAL_FILE			fasp.sra.ebi.ac.uk:/vol1/srr/SRR249/072/SRR24955172.lite											ftp.sra.ebi.ac.uk/vol1/fastq/SRR249/072/SRR24955172/SRR24955172_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR249/072/SRR24955172/SRR24955172_2.fastq.gz							USA: Indiana, Fort Wayne	MIMARKS.specimen;MIGS/MIMS/MIMARKS.human-oral	Keywords: GSC:MIxS MIMARKS:6.0	ftp.sra.ebi.ac.uk/vol1/srr/SRR249/072/SRR24955172.lite		d5504037578689f60d57483b065f9885;bcfce091893adcf1112f0935387c7080	SRP444524		1402930	CCSORC004913 - Supragingival Plaque Microbiome		GENERATED_FILE;GENERATED_FILE			Supragingival		2022-05-17		10011035_V2			Plaque		Illumina HiSeq X							Illumina HiSeq X sequencing: WGS of human dental plaque: supragingival				Plaque	9606			d7162f0776cfedca4c8af12c51100f0b		ftp.sra.ebi.ac.uk/vol1/fastq/SRR249/072/SRR24955172/SRR24955172_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR249/072/SRR24955172/SRR24955172_2.fastq.gz					423684860	WGS				41.12 N 85.12 W	GENOMIC	ftp.sra.ebi.ac.uk/vol1/srr/SRR249/072/SRR24955172.lite		PAIRED			Oral							dcc_metagenome			41.12 N 85.12 W							Oral		public		-85.12	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR249/072/SRR24955172/SRR24955172_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR249/072/SRR24955172/SRR24955172_2.fastq.gz	1;2787823;12908;408169;410656;447426	female		10011035_V2		2022-05-16			10011035_V2_A_CP04489_S399_L005_R1_001.fastq.gz							2022-05-17	CCSORC004913-10011035-V2		SUB13039052				Homo sapiens	CCSORC004913-10011035-V2	env_geo;env_geo:terrestrial	2023-09-24	41.12		SRX20713008	human oral metagenome		447426	PRJNA984617							Homo sapiens		SRR24955172	SRS18005170					41.12 N 85.12 W						2023-09-24		PRJNA984617						
SRR24955177	Illumina HiSeq X sequencing: WGS of human dental plaque: supragingival	SAMN35772641		SRA1657243					RANDOM					Supragingival	2023-09-24							89554375							missing	65781476;66109342	ILLUMINA		ARCHIVAL_FILE			fasp.sra.ebi.ac.uk:/vol1/srr/SRR249/077/SRR24955177.lite											ftp.sra.ebi.ac.uk/vol1/fastq/SRR249/077/SRR24955177/SRR24955177_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR249/077/SRR24955177/SRR24955177_2.fastq.gz							USA: Indiana, Fort Wayne	MIMARKS.specimen;MIGS/MIMS/MIMARKS.human-oral	Keywords: GSC:MIxS MIMARKS:6.0	ftp.sra.ebi.ac.uk/vol1/srr/SRR249/077/SRR24955177.lite		a7411f1d89253dfef5621e9886f05a19;274917c30c61015ba934e282c0e86e75	SRP444524		1150363	CCSORC004913 - Supragingival Plaque Microbiome		GENERATED_FILE;GENERATED_FILE			Supragingival		2022-05-16		10011001_V2			Plaque		Illumina HiSeq X							Illumina HiSeq X sequencing: WGS of human dental plaque: supragingival				Plaque	9606			d2f94f5c94bb1826c6c40bc7017f3747		ftp.sra.ebi.ac.uk/vol1/fastq/SRR249/077/SRR24955177/SRR24955177_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR249/077/SRR24955177/SRR24955177_2.fastq.gz					347409626	WGS				41.12 N 85.12 W	GENOMIC	ftp.sra.ebi.ac.uk/vol1/srr/SRR249/077/SRR24955177.lite		PAIRED			Oral							dcc_metagenome			41.12 N 85.12 W							Oral		public		-85.12	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR249/077/SRR24955177/SRR24955177_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR249/077/SRR24955177/SRR24955177_2.fastq.gz	1;2787823;12908;408169;410656;447426	female		10011001_V2		2022-05-15			10011001_V2_A_CP04489_S367_L005_R1_001.fastq.gz							2022-05-16	CCSORC004913-10011001-V2		SUB13039052				Homo sapiens	CCSORC004913-10011001-V2	env_geo;env_geo:terrestrial	2023-09-24	41.12		SRX20713003	human oral metagenome		447426	PRJNA984617							Homo sapiens		SRR24955177	SRS18005167					41.12 N 85.12 W						2023-09-24		PRJNA984617						
SRR24955182	Illumina HiSeq X sequencing: WGS of human dental plaque: supragingival	SAMN35772718		SRA1657243					RANDOM					Supragingival	2023-09-24							128930632							missing	95172735;95612280	ILLUMINA		ARCHIVAL_FILE			fasp.sra.ebi.ac.uk:/vol1/srr/SRR249/082/SRR24955182.lite											ftp.sra.ebi.ac.uk/vol1/fastq/SRR249/082/SRR24955182/SRR24955182_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR249/082/SRR24955182/SRR24955182_2.fastq.gz							USA: Indiana, Fort Wayne	MIMARKS.specimen;MIGS/MIMS/MIMARKS.human-oral	Keywords: GSC:MIxS MIMARKS:6.0	ftp.sra.ebi.ac.uk/vol1/srr/SRR249/082/SRR24955182.lite		fd10d5f84580d31ea070166a25fa5bb7;e7f13bb5f54fe55c93ddc0974f430b25	SRP444524		1656094	CCSORC004913 - Supragingival Plaque Microbiome		GENERATED_FILE;GENERATED_FILE			Supragingival		2022-04-19		10011027_V1			Plaque		Illumina HiSeq X							Illumina HiSeq X sequencing: WGS of human dental plaque: supragingival				Plaque	9606			f4528d33aba54bc54ca2bb38e9bc2a18		ftp.sra.ebi.ac.uk/vol1/fastq/SRR249/082/SRR24955182/SRR24955182_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR249/082/SRR24955182/SRR24955182_2.fastq.gz					500140388	WGS				41.12 N 85.12 W	GENOMIC	ftp.sra.ebi.ac.uk/vol1/srr/SRR249/082/SRR24955182.lite		PAIRED			Oral							dcc_metagenome			41.12 N 85.12 W							Oral		public		-85.12	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR249/082/SRR24955182/SRR24955182_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR249/082/SRR24955182/SRR24955182_2.fastq.gz	1;2787823;12908;408169;410656;447426	female		10011027_V1		2022-04-18			10011027_V1_A_CP04489_S88_L001_R1_001.fastq.gz							2022-04-19	CCSORC004913-10011027-V1		SUB13039052				Homo sapiens	CCSORC004913-10011027-V1	env_geo;env_geo:terrestrial	2023-09-24	41.12		SRX20713336	human oral metagenome		447426	PRJNA984617							Homo sapiens		SRR24955182	SRS18005499					41.12 N 85.12 W						2023-09-24		PRJNA984617						
SRR24955184	Illumina HiSeq X sequencing: WGS of human dental plaque: supragingival	SAMN35773402		SRA1657243					RANDOM					Supragingival	2023-09-24							326890379							missing	241907587;242620492	ILLUMINA		ARCHIVAL_FILE			fasp.sra.ebi.ac.uk:/vol1/srr/SRR249/084/SRR24955184.lite											ftp.sra.ebi.ac.uk/vol1/fastq/SRR249/084/SRR24955184/SRR24955184_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR249/084/SRR24955184/SRR24955184_2.fastq.gz							USA: Indiana, Fort Wayne	MIMARKS.specimen;MIGS/MIMS/MIMARKS.human-oral	Keywords: GSC:MIxS MIMARKS:6.0	ftp.sra.ebi.ac.uk/vol1/srr/SRR249/084/SRR24955184.lite		40bcd7f768f3aa3a9a8832c0b61e0890;7d41b901a466a60edf69bef1dfa69a77	SRP444524		4217383	CCSORC004913 - Supragingival Plaque Microbiome		GENERATED_FILE;GENERATED_FILE			Supragingival		2022-05-12		10012035_V1			Plaque		Illumina HiSeq X							Illumina HiSeq X sequencing: WGS of human dental plaque: supragingival				Plaque	9606			80fc5e85f81a8bef480dc0825bf71df6		ftp.sra.ebi.ac.uk/vol1/fastq/SRR249/084/SRR24955184/SRR24955184_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR249/084/SRR24955184/SRR24955184_2.fastq.gz					1273649666	WGS				41.12 N 85.12 W	GENOMIC	ftp.sra.ebi.ac.uk/vol1/srr/SRR249/084/SRR24955184.lite		PAIRED			Oral							dcc_metagenome			41.12 N 85.12 W							Oral		public		-85.12	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR249/084/SRR24955184/SRR24955184_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR249/084/SRR24955184/SRR24955184_2.fastq.gz	1;2787823;12908;408169;410656;447426	female		10012035_V1		2022-05-11			10012035_V1_A_CP04489_S366_L005_R1_001.fastq.gz							2022-05-12	CCSORC004913-10012035-V1		SUB13039052				Homo sapiens	CCSORC004913-10012035-V1	env_geo;env_geo:terrestrial	2023-09-24	41.12		SRX20713334	human oral metagenome		447426	PRJNA984617							Homo sapiens		SRR24955184	SRS18005498					41.12 N 85.12 W						2023-09-24		PRJNA984617						
SRR24955189	Illumina HiSeq X sequencing: WGS of human dental plaque: supragingival	SAMN35773398		SRA1657243					RANDOM					Supragingival	2023-09-24							161219923							missing	118665701;119175669	ILLUMINA		ARCHIVAL_FILE			fasp.sra.ebi.ac.uk:/vol1/srr/SRR249/089/SRR24955189.lite											ftp.sra.ebi.ac.uk/vol1/fastq/SRR249/089/SRR24955189/SRR24955189_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR249/089/SRR24955189/SRR24955189_2.fastq.gz							USA: Indiana, Fort Wayne	MIMARKS.specimen;MIGS/MIMS/MIMARKS.human-oral	Keywords: GSC:MIxS MIMARKS:6.0	ftp.sra.ebi.ac.uk/vol1/srr/SRR249/089/SRR24955189.lite		471fd687f554d955bc498cb4ef17b888;862420dd7e2c36832d48673d0e210b9b	SRP444524		2073582	CCSORC004913 - Supragingival Plaque Microbiome		GENERATED_FILE;GENERATED_FILE			Supragingival		2022-05-12		10012030_V1			Plaque		Illumina HiSeq X							Illumina HiSeq X sequencing: WGS of human dental plaque: supragingival				Plaque	9606			ebecce9c83dd3bd844a36b7d2c21c70e		ftp.sra.ebi.ac.uk/vol1/fastq/SRR249/089/SRR24955189/SRR24955189_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR249/089/SRR24955189/SRR24955189_2.fastq.gz					626221764	WGS				41.12 N 85.12 W	GENOMIC	ftp.sra.ebi.ac.uk/vol1/srr/SRR249/089/SRR24955189.lite		PAIRED			Oral							dcc_metagenome			41.12 N 85.12 W							Oral		public		-85.12	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR249/089/SRR24955189/SRR24955189_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR249/089/SRR24955189/SRR24955189_2.fastq.gz	1;2787823;12908;408169;410656;447426	female		10012030_V1		2022-05-11			10012030_V1_A_CP04489_S362_L005_R1_001.fastq.gz							2022-05-12	CCSORC004913-10012030-V1		SUB13039052				Homo sapiens	CCSORC004913-10012030-V1	env_geo;env_geo:terrestrial	2023-09-24	41.12		SRX20713329	human oral metagenome		447426	PRJNA984617							Homo sapiens		SRR24955189	SRS18005493					41.12 N 85.12 W						2023-09-24		PRJNA984617						
