Run_accession	project_name	archive_project	publication_doi	group
ERR7919478	Moraitou2022	PRJEB49638	10.1093/molbev/msac263	publication_doi::10.1093/molbev/msac263
ERR7919508	Moraitou2022	PRJEB49638	10.1093/molbev/msac263	publication_doi::10.1093/molbev/msac263
ERR7919528	Moraitou2022	PRJEB49638	10.1093/molbev/msac263	publication_doi::10.1093/molbev/msac263
ERR7919536	Moraitou2022	PRJEB49638	10.1093/molbev/msac263	publication_doi::10.1093/molbev/msac263
ERR7919463	Moraitou2022	PRJEB49638	10.1093/molbev/msac263	publication_doi::10.1093/molbev/msac263
ERR7919485	Moraitou2022	PRJEB49638	10.1093/molbev/msac263	publication_doi::10.1093/molbev/msac263
ERR7919493	Moraitou2022	PRJEB49638	10.1093/molbev/msac263	publication_doi::10.1093/molbev/msac263
ERR7919538	Moraitou2022	PRJEB49638	10.1093/molbev/msac263	publication_doi::10.1093/molbev/msac263
ERR7919468	Moraitou2022	PRJEB49638	10.1093/molbev/msac263	publication_doi::10.1093/molbev/msac263
ERR7919472	Moraitou2022	PRJEB49638	10.1093/molbev/msac263	publication_doi::10.1093/molbev/msac263
ERR7919513	Moraitou2022	PRJEB49638	10.1093/molbev/msac263	publication_doi::10.1093/molbev/msac263
ERR7919543	Moraitou2022	PRJEB49638	10.1093/molbev/msac263	publication_doi::10.1093/molbev/msac263
ERR7919461	Moraitou2022	PRJEB49638	10.1093/molbev/msac263	publication_doi::10.1093/molbev/msac263
ERR7919495	Moraitou2022	PRJEB49638	10.1093/molbev/msac263	publication_doi::10.1093/molbev/msac263
ERR7919497	Moraitou2022	PRJEB49638	10.1093/molbev/msac263	publication_doi::10.1093/molbev/msac263
ERR7919527	Moraitou2022	PRJEB49638	10.1093/molbev/msac263	publication_doi::10.1093/molbev/msac263
ERR7919479	Moraitou2022	PRJEB49638	10.1093/molbev/msac263	publication_doi::10.1093/molbev/msac263
ERR7919500	Moraitou2022	PRJEB49638	10.1093/molbev/msac263	publication_doi::10.1093/molbev/msac263
ERR7919518	Moraitou2022	PRJEB49638	10.1093/molbev/msac263	publication_doi::10.1093/molbev/msac263
ERR7919521	Moraitou2022	PRJEB49638	10.1093/molbev/msac263	publication_doi::10.1093/molbev/msac263
ERR7919471	Moraitou2022	PRJEB49638	10.1093/molbev/msac263	publication_doi::10.1093/molbev/msac263
ERR7919496	Moraitou2022	PRJEB49638	10.1093/molbev/msac263	publication_doi::10.1093/molbev/msac263
ERR7919509	Moraitou2022	PRJEB49638	10.1093/molbev/msac263	publication_doi::10.1093/molbev/msac263
ERR7919540	Moraitou2022	PRJEB49638	10.1093/molbev/msac263	publication_doi::10.1093/molbev/msac263
ERR7919464	Moraitou2022	PRJEB49638	10.1093/molbev/msac263	publication_doi::10.1093/molbev/msac263
ERR7919499	Moraitou2022	PRJEB49638	10.1093/molbev/msac263	publication_doi::10.1093/molbev/msac263
ERR7919512	Moraitou2022	PRJEB49638	10.1093/molbev/msac263	publication_doi::10.1093/molbev/msac263
ERR7919517	Moraitou2022	PRJEB49638	10.1093/molbev/msac263	publication_doi::10.1093/molbev/msac263
ERR7919545	Moraitou2022	PRJEB49638	10.1093/molbev/msac263	publication_doi::10.1093/molbev/msac263
ERR7919643	Moraitou2022	PRJEB49638	10.1093/molbev/msac263	publication_doi::10.1093/molbev/msac263
ERR7919466	Moraitou2022	PRJEB49638	10.1093/molbev/msac263	publication_doi::10.1093/molbev/msac263
ERR7919502	Moraitou2022	PRJEB49638	10.1093/molbev/msac263	publication_doi::10.1093/molbev/msac263
ERR7919510	Moraitou2022	PRJEB49638	10.1093/molbev/msac263	publication_doi::10.1093/molbev/msac263
ERR7919533	Moraitou2022	PRJEB49638	10.1093/molbev/msac263	publication_doi::10.1093/molbev/msac263
ERR7919505	Moraitou2022	PRJEB49638	10.1093/molbev/msac263	publication_doi::10.1093/molbev/msac263
ERR7919525	Moraitou2022	PRJEB49638	10.1093/molbev/msac263	publication_doi::10.1093/molbev/msac263
ERR7919529	Moraitou2022	PRJEB49638	10.1093/molbev/msac263	publication_doi::10.1093/molbev/msac263
ERR7919535	Moraitou2022	PRJEB49638	10.1093/molbev/msac263	publication_doi::10.1093/molbev/msac263
ERR7919546	Moraitou2022	PRJEB49638	10.1093/molbev/msac263	publication_doi::10.1093/molbev/msac263
ERR7919644	Moraitou2022	PRJEB49638	10.1093/molbev/msac263	publication_doi::10.1093/molbev/msac263
SRR17604808	Quagliariello2022	PRJNA791766	10.1038/s41467-022-34416-0	publication_doi::10.1038/s41467-022-34416-0
SRR17604741	Quagliariello2022	PRJNA791766	10.1038/s41467-022-34416-0	publication_doi::10.1038/s41467-022-34416-0
SRR17604732	Quagliariello2022	PRJNA791766	10.1038/s41467-022-34416-0	publication_doi::10.1038/s41467-022-34416-0
SRR17604731	Quagliariello2022	PRJNA791766	10.1038/s41467-022-34416-0	publication_doi::10.1038/s41467-022-34416-0
SRR17604806	Quagliariello2022	PRJNA791766	10.1038/s41467-022-34416-0	publication_doi::10.1038/s41467-022-34416-0
SRR17604805	Quagliariello2022	PRJNA791766	10.1038/s41467-022-34416-0	publication_doi::10.1038/s41467-022-34416-0
SRR17604804	Quagliariello2022	PRJNA791766	10.1038/s41467-022-34416-0	publication_doi::10.1038/s41467-022-34416-0
SRR17604802	Quagliariello2022	PRJNA791766	10.1038/s41467-022-34416-0	publication_doi::10.1038/s41467-022-34416-0
SRR17604801	Quagliariello2022	PRJNA791766	10.1038/s41467-022-34416-0	publication_doi::10.1038/s41467-022-34416-0
SRR17604800	Quagliariello2022	PRJNA791766	10.1038/s41467-022-34416-0	publication_doi::10.1038/s41467-022-34416-0
SRR17604799	Quagliariello2022	PRJNA791766	10.1038/s41467-022-34416-0	publication_doi::10.1038/s41467-022-34416-0
SRR17604798	Quagliariello2022	PRJNA791766	10.1038/s41467-022-34416-0	publication_doi::10.1038/s41467-022-34416-0
SRR17604797	Quagliariello2022	PRJNA791766	10.1038/s41467-022-34416-0	publication_doi::10.1038/s41467-022-34416-0
SRR17604795	Quagliariello2022	PRJNA791766	10.1038/s41467-022-34416-0	publication_doi::10.1038/s41467-022-34416-0
SRR17604794	Quagliariello2022	PRJNA791766	10.1038/s41467-022-34416-0	publication_doi::10.1038/s41467-022-34416-0
SRR17604807	Quagliariello2022	PRJNA791766	10.1038/s41467-022-34416-0	publication_doi::10.1038/s41467-022-34416-0
SRR17604796	Quagliariello2022	PRJNA791766	10.1038/s41467-022-34416-0	publication_doi::10.1038/s41467-022-34416-0
SRR17604785	Quagliariello2022	PRJNA791766	10.1038/s41467-022-34416-0	publication_doi::10.1038/s41467-022-34416-0
SRR17604774	Quagliariello2022	PRJNA791766	10.1038/s41467-022-34416-0	publication_doi::10.1038/s41467-022-34416-0
SRR17604763	Quagliariello2022	PRJNA791766	10.1038/s41467-022-34416-0	publication_doi::10.1038/s41467-022-34416-0
SRR17604752	Quagliariello2022	PRJNA791766	10.1038/s41467-022-34416-0	publication_doi::10.1038/s41467-022-34416-0
SRR17604803	Quagliariello2022	PRJNA791766	10.1038/s41467-022-34416-0	publication_doi::10.1038/s41467-022-34416-0
SRR17604793	Quagliariello2022	PRJNA791766	10.1038/s41467-022-34416-0	publication_doi::10.1038/s41467-022-34416-0
SRR17604792	Quagliariello2022	PRJNA791766	10.1038/s41467-022-34416-0	publication_doi::10.1038/s41467-022-34416-0
SRR17604791	Quagliariello2022	PRJNA791766	10.1038/s41467-022-34416-0	publication_doi::10.1038/s41467-022-34416-0
SRR17604780	Quagliariello2022	PRJNA791766	10.1038/s41467-022-34416-0	publication_doi::10.1038/s41467-022-34416-0
SRR17604779	Quagliariello2022	PRJNA791766	10.1038/s41467-022-34416-0	publication_doi::10.1038/s41467-022-34416-0
SRR17604778	Quagliariello2022	PRJNA791766	10.1038/s41467-022-34416-0	publication_doi::10.1038/s41467-022-34416-0
SRR17604777	Quagliariello2022	PRJNA791766	10.1038/s41467-022-34416-0	publication_doi::10.1038/s41467-022-34416-0
SRR17604776	Quagliariello2022	PRJNA791766	10.1038/s41467-022-34416-0	publication_doi::10.1038/s41467-022-34416-0
SRR17604775	Quagliariello2022	PRJNA791766	10.1038/s41467-022-34416-0	publication_doi::10.1038/s41467-022-34416-0
SRR17604773	Quagliariello2022	PRJNA791766	10.1038/s41467-022-34416-0	publication_doi::10.1038/s41467-022-34416-0
SRR17604772	Quagliariello2022	PRJNA791766	10.1038/s41467-022-34416-0	publication_doi::10.1038/s41467-022-34416-0
SRR17604771	Quagliariello2022	PRJNA791766	10.1038/s41467-022-34416-0	publication_doi::10.1038/s41467-022-34416-0
SRR17604790	Quagliariello2022	PRJNA791766	10.1038/s41467-022-34416-0	publication_doi::10.1038/s41467-022-34416-0
SRR17604789	Quagliariello2022	PRJNA791766	10.1038/s41467-022-34416-0	publication_doi::10.1038/s41467-022-34416-0
SRR17604788	Quagliariello2022	PRJNA791766	10.1038/s41467-022-34416-0	publication_doi::10.1038/s41467-022-34416-0
SRR17604787	Quagliariello2022	PRJNA791766	10.1038/s41467-022-34416-0	publication_doi::10.1038/s41467-022-34416-0
SRR17604786	Quagliariello2022	PRJNA791766	10.1038/s41467-022-34416-0	publication_doi::10.1038/s41467-022-34416-0
SRR17604784	Quagliariello2022	PRJNA791766	10.1038/s41467-022-34416-0	publication_doi::10.1038/s41467-022-34416-0
SRR17604783	Quagliariello2022	PRJNA791766	10.1038/s41467-022-34416-0	publication_doi::10.1038/s41467-022-34416-0
SRR17604782	Quagliariello2022	PRJNA791766	10.1038/s41467-022-34416-0	publication_doi::10.1038/s41467-022-34416-0
SRR17604781	Quagliariello2022	PRJNA791766	10.1038/s41467-022-34416-0	publication_doi::10.1038/s41467-022-34416-0
SRR17604770	Quagliariello2022	PRJNA791766	10.1038/s41467-022-34416-0	publication_doi::10.1038/s41467-022-34416-0
SRR17604769	Quagliariello2022	PRJNA791766	10.1038/s41467-022-34416-0	publication_doi::10.1038/s41467-022-34416-0
SRR17604768	Quagliariello2022	PRJNA791766	10.1038/s41467-022-34416-0	publication_doi::10.1038/s41467-022-34416-0
SRR17604767	Quagliariello2022	PRJNA791766	10.1038/s41467-022-34416-0	publication_doi::10.1038/s41467-022-34416-0
SRR17604766	Quagliariello2022	PRJNA791766	10.1038/s41467-022-34416-0	publication_doi::10.1038/s41467-022-34416-0
SRR17604765	Quagliariello2022	PRJNA791766	10.1038/s41467-022-34416-0	publication_doi::10.1038/s41467-022-34416-0
SRR17604738	Quagliariello2022	PRJNA791766	10.1038/s41467-022-34416-0	publication_doi::10.1038/s41467-022-34416-0
SRR17604737	Quagliariello2022	PRJNA791766	10.1038/s41467-022-34416-0	publication_doi::10.1038/s41467-022-34416-0
SRR17604736	Quagliariello2022	PRJNA791766	10.1038/s41467-022-34416-0	publication_doi::10.1038/s41467-022-34416-0
SRR17604735	Quagliariello2022	PRJNA791766	10.1038/s41467-022-34416-0	publication_doi::10.1038/s41467-022-34416-0
SRR17604764	Quagliariello2022	PRJNA791766	10.1038/s41467-022-34416-0	publication_doi::10.1038/s41467-022-34416-0
SRR17604762	Quagliariello2022	PRJNA791766	10.1038/s41467-022-34416-0	publication_doi::10.1038/s41467-022-34416-0
SRR17604761	Quagliariello2022	PRJNA791766	10.1038/s41467-022-34416-0	publication_doi::10.1038/s41467-022-34416-0
SRR17604760	Quagliariello2022	PRJNA791766	10.1038/s41467-022-34416-0	publication_doi::10.1038/s41467-022-34416-0
SRR17604759	Quagliariello2022	PRJNA791766	10.1038/s41467-022-34416-0	publication_doi::10.1038/s41467-022-34416-0
SRR17604758	Quagliariello2022	PRJNA791766	10.1038/s41467-022-34416-0	publication_doi::10.1038/s41467-022-34416-0
SRR17604757	Quagliariello2022	PRJNA791766	10.1038/s41467-022-34416-0	publication_doi::10.1038/s41467-022-34416-0
SRR17604756	Quagliariello2022	PRJNA791766	10.1038/s41467-022-34416-0	publication_doi::10.1038/s41467-022-34416-0
SRR17604755	Quagliariello2022	PRJNA791766	10.1038/s41467-022-34416-0	publication_doi::10.1038/s41467-022-34416-0
SRR17604754	Quagliariello2022	PRJNA791766	10.1038/s41467-022-34416-0	publication_doi::10.1038/s41467-022-34416-0
SRR17604753	Quagliariello2022	PRJNA791766	10.1038/s41467-022-34416-0	publication_doi::10.1038/s41467-022-34416-0
SRR17604751	Quagliariello2022	PRJNA791766	10.1038/s41467-022-34416-0	publication_doi::10.1038/s41467-022-34416-0
SRR17604750	Quagliariello2022	PRJNA791766	10.1038/s41467-022-34416-0	publication_doi::10.1038/s41467-022-34416-0
SRR17604749	Quagliariello2022	PRJNA791766	10.1038/s41467-022-34416-0	publication_doi::10.1038/s41467-022-34416-0
SRR17604748	Quagliariello2022	PRJNA791766	10.1038/s41467-022-34416-0	publication_doi::10.1038/s41467-022-34416-0
SRR17604747	Quagliariello2022	PRJNA791766	10.1038/s41467-022-34416-0	publication_doi::10.1038/s41467-022-34416-0
SRR17604746	Quagliariello2022	PRJNA791766	10.1038/s41467-022-34416-0	publication_doi::10.1038/s41467-022-34416-0
SRR17604745	Quagliariello2022	PRJNA791766	10.1038/s41467-022-34416-0	publication_doi::10.1038/s41467-022-34416-0
SRR17604744	Quagliariello2022	PRJNA791766	10.1038/s41467-022-34416-0	publication_doi::10.1038/s41467-022-34416-0
SRR17604743	Quagliariello2022	PRJNA791766	10.1038/s41467-022-34416-0	publication_doi::10.1038/s41467-022-34416-0
SRR17604742	Quagliariello2022	PRJNA791766	10.1038/s41467-022-34416-0	publication_doi::10.1038/s41467-022-34416-0
SRR17604740	Quagliariello2022	PRJNA791766	10.1038/s41467-022-34416-0	publication_doi::10.1038/s41467-022-34416-0
SRR17604739	Quagliariello2022	PRJNA791766	10.1038/s41467-022-34416-0	publication_doi::10.1038/s41467-022-34416-0
ERR6221489	Sarhan2023	PRJEB44723	10.1186/s12915-022-01509-7	publication_doi::10.1186/s12915-022-01509-7
ERR8202902	Sarhan2023	PRJEB44723	10.1186/s12915-022-01509-7	publication_doi::10.1186/s12915-022-01509-7
ERR8202903	Sarhan2023	PRJEB44723	10.1186/s12915-022-01509-7	publication_doi::10.1186/s12915-022-01509-7
ERR8202905	Sarhan2023	PRJEB44723	10.1186/s12915-022-01509-7	publication_doi::10.1186/s12915-022-01509-7
ERR8202906	Sarhan2023	PRJEB44723	10.1186/s12915-022-01509-7	publication_doi::10.1186/s12915-022-01509-7
ERR8202907	Sarhan2023	PRJEB44723	10.1186/s12915-022-01509-7	publication_doi::10.1186/s12915-022-01509-7
ERR8202908	Sarhan2023	PRJEB44723	10.1186/s12915-022-01509-7	publication_doi::10.1186/s12915-022-01509-7
ERR8202909	Sarhan2023	PRJEB44723	10.1186/s12915-022-01509-7	publication_doi::10.1186/s12915-022-01509-7
ERR10430780	Kimsis2023	PRJEB56776	10.1111/1758-2229.13157	publication_doi::10.1111/1758-2229.13157
ERR10430781	Kimsis2023	PRJEB56776	10.1111/1758-2229.13157	publication_doi::10.1111/1758-2229.13157
ERR10430782	Kimsis2023	PRJEB56776	10.1111/1758-2229.13157	publication_doi::10.1111/1758-2229.13157
ERR10430783	Kimsis2023	PRJEB56776	10.1111/1758-2229.13157	publication_doi::10.1111/1758-2229.13157
ERR10430784	Kimsis2023	PRJEB56776	10.1111/1758-2229.13157	publication_doi::10.1111/1758-2229.13157
ERR10430785	Kimsis2023	PRJEB56776	10.1111/1758-2229.13157	publication_doi::10.1111/1758-2229.13157
ERR10430786	Kimsis2023	PRJEB56776	10.1111/1758-2229.13157	publication_doi::10.1111/1758-2229.13157
ERR10430787	Kimsis2023	PRJEB56776	10.1111/1758-2229.13157	publication_doi::10.1111/1758-2229.13157
ERR10430788	Kimsis2023	PRJEB56776	10.1111/1758-2229.13157	publication_doi::10.1111/1758-2229.13157
ERR10430789	Kimsis2023	PRJEB56776	10.1111/1758-2229.13157	publication_doi::10.1111/1758-2229.13157
ERR10430790	Kimsis2023	PRJEB56776	10.1111/1758-2229.13157	publication_doi::10.1111/1758-2229.13157
ERR10430791	Kimsis2023	PRJEB56776	10.1111/1758-2229.13157	publication_doi::10.1111/1758-2229.13157
ERR10430792	Kimsis2023	PRJEB56776	10.1111/1758-2229.13157	publication_doi::10.1111/1758-2229.13157
ERR10430793	Kimsis2023	PRJEB56776	10.1111/1758-2229.13157	publication_doi::10.1111/1758-2229.13157
ERR10430794	Kimsis2023	PRJEB56776	10.1111/1758-2229.13157	publication_doi::10.1111/1758-2229.13157
SRR23699578	Honap2023	PRJNA885571	10.1002/ajpa.24735	publication_doi::10.1002/ajpa.24735
SRR23699577	Honap2023	PRJNA885571	10.1002/ajpa.24735	publication_doi::10.1002/ajpa.24735
SRR23699566	Honap2023	PRJNA885571	10.1002/ajpa.24735	publication_doi::10.1002/ajpa.24735
SRR23699557	Honap2023	PRJNA885571	10.1002/ajpa.24735	publication_doi::10.1002/ajpa.24735
SRR23699556	Honap2023	PRJNA885571	10.1002/ajpa.24735	publication_doi::10.1002/ajpa.24735
SRR23699555	Honap2023	PRJNA885571	10.1002/ajpa.24735	publication_doi::10.1002/ajpa.24735
SRR23699554	Honap2023	PRJNA885571	10.1002/ajpa.24735	publication_doi::10.1002/ajpa.24735
SRR23699553	Honap2023	PRJNA885571	10.1002/ajpa.24735	publication_doi::10.1002/ajpa.24735
SRR23699552	Honap2023	PRJNA885571	10.1002/ajpa.24735	publication_doi::10.1002/ajpa.24735
SRR23699551	Honap2023	PRJNA885571	10.1002/ajpa.24735	publication_doi::10.1002/ajpa.24735
SRR23699576	Honap2023	PRJNA885571	10.1002/ajpa.24735	publication_doi::10.1002/ajpa.24735
SRR23699575	Honap2023	PRJNA885571	10.1002/ajpa.24735	publication_doi::10.1002/ajpa.24735
SRR23699574	Honap2023	PRJNA885571	10.1002/ajpa.24735	publication_doi::10.1002/ajpa.24735
SRR23699573	Honap2023	PRJNA885571	10.1002/ajpa.24735	publication_doi::10.1002/ajpa.24735
SRR23699572	Honap2023	PRJNA885571	10.1002/ajpa.24735	publication_doi::10.1002/ajpa.24735
SRR23699571	Honap2023	PRJNA885571	10.1002/ajpa.24735	publication_doi::10.1002/ajpa.24735
SRR23699570	Honap2023	PRJNA885571	10.1002/ajpa.24735	publication_doi::10.1002/ajpa.24735
SRR23699569	Honap2023	PRJNA885571	10.1002/ajpa.24735	publication_doi::10.1002/ajpa.24735
SRR23699568	Honap2023	PRJNA885571	10.1002/ajpa.24735	publication_doi::10.1002/ajpa.24735
SRR23699567	Honap2023	PRJNA885571	10.1002/ajpa.24735	publication_doi::10.1002/ajpa.24735
SRR23699565	Honap2023	PRJNA885571	10.1002/ajpa.24735	publication_doi::10.1002/ajpa.24735
SRR23699564	Honap2023	PRJNA885571	10.1002/ajpa.24735	publication_doi::10.1002/ajpa.24735
SRR23699563	Honap2023	PRJNA885571	10.1002/ajpa.24735	publication_doi::10.1002/ajpa.24735
SRR23699562	Honap2023	PRJNA885571	10.1002/ajpa.24735	publication_doi::10.1002/ajpa.24735
SRR23699561	Honap2023	PRJNA885571	10.1002/ajpa.24735	publication_doi::10.1002/ajpa.24735
SRR23699560	Honap2023	PRJNA885571	10.1002/ajpa.24735	publication_doi::10.1002/ajpa.24735
SRR23699559	Honap2023	PRJNA885571	10.1002/ajpa.24735	publication_doi::10.1002/ajpa.24735
SRR23699558	Honap2023	PRJNA885571	10.1002/ajpa.24735	publication_doi::10.1002/ajpa.24735
ERR10114847	Klapper2023	PRJEB55583		publication_doi::10.1126/science.adf5300
ERR10114848	Klapper2023	PRJEB55583		publication_doi::10.1126/science.adf5300
ERR10114849	Klapper2023	PRJEB55583		publication_doi::10.1126/science.adf5300
ERR10114850	Klapper2023	PRJEB55583		publication_doi::10.1126/science.adf5300
ERR10114851	Klapper2023	PRJEB55583		publication_doi::10.1126/science.adf5300
ERR10114844	Klapper2023	PRJEB55583		publication_doi::10.1126/science.adf5300
ERR10114852	Klapper2023	PRJEB55583		publication_doi::10.1126/science.adf5300
ERR10114853	Klapper2023	PRJEB55583		publication_doi::10.1126/science.adf5300
ERR10114854	Klapper2023	PRJEB55583		publication_doi::10.1126/science.adf5300
ERR10114855	Klapper2023	PRJEB55583		publication_doi::10.1126/science.adf5300
ERR10114845	Klapper2023	PRJEB55583		publication_doi::10.1126/science.adf5300
ERR10114856	Klapper2023	PRJEB55583		publication_doi::10.1126/science.adf5300
ERR10114857	Klapper2023	PRJEB55583		publication_doi::10.1126/science.adf5300
ERR10114846	Klapper2023	PRJEB55583		publication_doi::10.1126/science.adf5300
ERR10114858	Klapper2023	PRJEB55583		publication_doi::10.1126/science.adf5300
ERR10114859	Klapper2023	PRJEB55583		publication_doi::10.1126/science.adf5300
ERR10114860	Klapper2023	PRJEB55583		publication_doi::10.1126/science.adf5300
ERR10114861	Klapper2023	PRJEB55583		publication_doi::10.1126/science.adf5300
ERR10114862	Klapper2023	PRJEB55583		publication_doi::10.1126/science.adf5300
ERR10114863	Klapper2023	PRJEB55583		publication_doi::10.1126/science.adf5300
ERR10114864	Klapper2023	PRJEB55583		publication_doi::10.1126/science.adf5300
ERR10114866	Klapper2023	PRJEB55583		publication_doi::10.1126/science.adf5300
ERR10114865	Klapper2023	PRJEB55583		publication_doi::10.1126/science.adf5300
ERR10841228	Fontani2023	PRJEB58818	10.1038/s41598-023-39250-y	publication_doi::10.1038/s41598-023-39250-y
ERR10841194	Fontani2023	PRJEB58818	10.1038/s41598-023-39250-y	publication_doi::10.1038/s41598-023-39250-y
SRR19160147	Madison2023	PRJNA836960	10.1371/journal.pone.0291540	publication_doi::10.1371/journal.pone.0291540
SRR19160184	Madison2023	PRJNA836960	10.1371/journal.pone.0291540	publication_doi::10.1371/journal.pone.0291540
SRR19160194	Madison2023	PRJNA836960	10.1371/journal.pone.0291540	publication_doi::10.1371/journal.pone.0291540
SRR19160150	Madison2023	PRJNA836960	10.1371/journal.pone.0291540	publication_doi::10.1371/journal.pone.0291540
SRR19160175	Madison2023	PRJNA836960	10.1371/journal.pone.0291540	publication_doi::10.1371/journal.pone.0291540
SRR19160180	Madison2023	PRJNA836960	10.1371/journal.pone.0291540	publication_doi::10.1371/journal.pone.0291540
SRR19160206	Madison2023	PRJNA836960	10.1371/journal.pone.0291540	publication_doi::10.1371/journal.pone.0291540
SRR19160231	Madison2023	PRJNA836960	10.1371/journal.pone.0291540	publication_doi::10.1371/journal.pone.0291540
SRR19160161	Madison2023	PRJNA836960	10.1371/journal.pone.0291540	publication_doi::10.1371/journal.pone.0291540
SRR19160174	Madison2023	PRJNA836960	10.1371/journal.pone.0291540	publication_doi::10.1371/journal.pone.0291540
SRR19160251	Madison2023	PRJNA836960	10.1371/journal.pone.0291540	publication_doi::10.1371/journal.pone.0291540
DRR525850	Nishimura2024	PRJDB15258	10.1371/journal.pone.0295924	publication_doi::10.1371/journal.pone.0295924
DRR525849	Nishimura2024	PRJDB15258	10.1371/journal.pone.0295924	publication_doi::10.1371/journal.pone.0295924
DRR525851	Nishimura2024	PRJDB15258	10.1371/journal.pone.0295924	publication_doi::10.1371/journal.pone.0295924
DRR525848	Nishimura2024	PRJDB15258	10.1371/journal.pone.0295924	publication_doi::10.1371/journal.pone.0295924
SRR25280118	Kirdok2024	PRJNA994900	10.1038/s41598-023-48762-6	publication_doi::10.1038/s41598-023-48762-6
SRR25280117	Kirdok2024	PRJNA994900	10.1038/s41598-023-48762-6	publication_doi::10.1038/s41598-023-48762-6
SRR25280106	Kirdok2024	PRJNA994900	10.1038/s41598-023-48762-6	publication_doi::10.1038/s41598-023-48762-6
SRR25280095	Kirdok2024	PRJNA994900	10.1038/s41598-023-48762-6	publication_doi::10.1038/s41598-023-48762-6
SRR25280070	Kirdok2024	PRJNA994900	10.1038/s41598-023-48762-6	publication_doi::10.1038/s41598-023-48762-6
SRR25280059	Kirdok2024	PRJNA994900	10.1038/s41598-023-48762-6	publication_doi::10.1038/s41598-023-48762-6
SRR25280090	Kirdok2024	PRJNA994900	10.1038/s41598-023-48762-6	publication_doi::10.1038/s41598-023-48762-6
SRR25280079	Kirdok2024	PRJNA994900	10.1038/s41598-023-48762-6	publication_doi::10.1038/s41598-023-48762-6
SRR25280078	Kirdok2024	PRJNA994900	10.1038/s41598-023-48762-6	publication_doi::10.1038/s41598-023-48762-6
SRR25280077	Kirdok2024	PRJNA994900	10.1038/s41598-023-48762-6	publication_doi::10.1038/s41598-023-48762-6
SRR25280116	Kirdok2024	PRJNA994900	10.1038/s41598-023-48762-6	publication_doi::10.1038/s41598-023-48762-6
SRR25280115	Kirdok2024	PRJNA994900	10.1038/s41598-023-48762-6	publication_doi::10.1038/s41598-023-48762-6
SRR25280114	Kirdok2024	PRJNA994900	10.1038/s41598-023-48762-6	publication_doi::10.1038/s41598-023-48762-6
SRR25280113	Kirdok2024	PRJNA994900	10.1038/s41598-023-48762-6	publication_doi::10.1038/s41598-023-48762-6
SRR25280112	Kirdok2024	PRJNA994900	10.1038/s41598-023-48762-6	publication_doi::10.1038/s41598-023-48762-6
SRR25280111	Kirdok2024	PRJNA994900	10.1038/s41598-023-48762-6	publication_doi::10.1038/s41598-023-48762-6
SRR25280110	Kirdok2024	PRJNA994900	10.1038/s41598-023-48762-6	publication_doi::10.1038/s41598-023-48762-6
SRR25280109	Kirdok2024	PRJNA994900	10.1038/s41598-023-48762-6	publication_doi::10.1038/s41598-023-48762-6
SRR25280108	Kirdok2024	PRJNA994900	10.1038/s41598-023-48762-6	publication_doi::10.1038/s41598-023-48762-6
SRR25280107	Kirdok2024	PRJNA994900	10.1038/s41598-023-48762-6	publication_doi::10.1038/s41598-023-48762-6
SRR25280105	Kirdok2024	PRJNA994900	10.1038/s41598-023-48762-6	publication_doi::10.1038/s41598-023-48762-6
SRR25280104	Kirdok2024	PRJNA994900	10.1038/s41598-023-48762-6	publication_doi::10.1038/s41598-023-48762-6
SRR25280103	Kirdok2024	PRJNA994900	10.1038/s41598-023-48762-6	publication_doi::10.1038/s41598-023-48762-6
SRR25280102	Kirdok2024	PRJNA994900	10.1038/s41598-023-48762-6	publication_doi::10.1038/s41598-023-48762-6
SRR25280101	Kirdok2024	PRJNA994900	10.1038/s41598-023-48762-6	publication_doi::10.1038/s41598-023-48762-6
SRR25280100	Kirdok2024	PRJNA994900	10.1038/s41598-023-48762-6	publication_doi::10.1038/s41598-023-48762-6
SRR25280099	Kirdok2024	PRJNA994900	10.1038/s41598-023-48762-6	publication_doi::10.1038/s41598-023-48762-6
SRR25280098	Kirdok2024	PRJNA994900	10.1038/s41598-023-48762-6	publication_doi::10.1038/s41598-023-48762-6
SRR25280097	Kirdok2024	PRJNA994900	10.1038/s41598-023-48762-6	publication_doi::10.1038/s41598-023-48762-6
SRR25280096	Kirdok2024	PRJNA994900	10.1038/s41598-023-48762-6	publication_doi::10.1038/s41598-023-48762-6
SRR25280094	Kirdok2024	PRJNA994900	10.1038/s41598-023-48762-6	publication_doi::10.1038/s41598-023-48762-6
SRR25280093	Kirdok2024	PRJNA994900	10.1038/s41598-023-48762-6	publication_doi::10.1038/s41598-023-48762-6
SRR25280092	Kirdok2024	PRJNA994900	10.1038/s41598-023-48762-6	publication_doi::10.1038/s41598-023-48762-6
SRR25280091	Kirdok2024	PRJNA994900	10.1038/s41598-023-48762-6	publication_doi::10.1038/s41598-023-48762-6
SRR25280076	Kirdok2024	PRJNA994900	10.1038/s41598-023-48762-6	publication_doi::10.1038/s41598-023-48762-6
SRR25280075	Kirdok2024	PRJNA994900	10.1038/s41598-023-48762-6	publication_doi::10.1038/s41598-023-48762-6
SRR25280074	Kirdok2024	PRJNA994900	10.1038/s41598-023-48762-6	publication_doi::10.1038/s41598-023-48762-6
SRR25280073	Kirdok2024	PRJNA994900	10.1038/s41598-023-48762-6	publication_doi::10.1038/s41598-023-48762-6
