archive_accession	Run_accession	sample_type	status	sample_name	project_name	publication_year	geo_loc_name	material	sample_host	community_type	total_runs_for_sample	available_runs_for_sample	unavailable_runs_for_sample	unitig_size_gb	Assay Type	BioProject	BioSample	Center Name	Consent	DATASTORE filetype	DATASTORE provider	DATASTORE region	Experiment	Instrument	LibraryLayout	LibrarySelection	LibrarySource	Organism	Platform	ReleaseDate	SRA Study	Type	Isolation source	Avg_read_len	Avg_num_reads	seqstats_contigs_n50	seqstats_contigs_nbseq	seqstats_contigs_maxlen	seqstats_contigs_sumlen	seqstats_unitigs_n50	seqstats_unitigs_maxlen	seqstats_unitigs_sumlen	size_contigs_after_compression	size_contigs_before_compression	size_unitigs_before_compression	size_unitigs_after_compression	sample_title	scientific_name	library_strategy	library_source	isolation_source
	SRR1041150	modern_metagenome	available_unitigs					Oral	Homo sapiens	oral				0.1972479522228241	WGA	PRJNA213303	SAMN02264653	THE OHIO STATE UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX385544	Illumina HiSeq 2000	PAIRED	MDA	GENOMIC	Tannerella sp. oral taxon BU063 isolate Cell 2	ILLUMINA	2014-05-29T00:00:00Z	SRP033408	mMetagenome	Plaque	38.38	17415723.0	40.0	229713.0	4221.0	10571640.0	36.0	785.0	288242515.0	6233273.0	25308921.0	863371571.0	194531204.0	Single cell whole genome amplified Tannerella BU063	Tannerella sp. oral taxon BU063 isolate Cell 2	WGA	GENOMIC	Subgingival plaque
	SRR1041261	modern_metagenome	available_unitigs					Oral	Homo sapiens	oral				0.1399733191356063	WGA	PRJNA229882	SAMN02420383	THE OHIO STATE UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX385635	Illumina HiSeq 2000	PAIRED	MDA	GENOMIC	Tannerella sp. oral taxon BU063 isolate Cell 6	ILLUMINA	2014-05-29T00:00:00Z	SRP033391	mMetagenome	Plaque	39.08	15810018.0	38.0	250639.0	2126.0	10845964.0	37.0	935.0	203731343.0	6478037.0	27161813.0	616834381.0	136113804.0	Single cell whole genome amplified Tannerella BU063	Tannerella sp. oral taxon BU063 isolate Cell 6	WGA	GENOMIC	Subgingival plaque
	SRR1157607	modern_metagenome	available_unitigs					soil	Not applicable - env sample	Not applicable - env sample				0.2662448808550834	WGS	PRJNA221719	SAMN02364459	GEORGIA TECH	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX461673	Illumina HiSeq 2000	PAIRED	size fractionation	METAGENOMIC	soil metagenome	ILLUMINA	2014-02-10T00:00:00Z	SRP030479	mMetagenome	Not applicable	73.31	27629264.0	405.0	734591.0	44547.0	187505881.0	85.0	16527.0	594242211.0	66089141.0	227862460.0	1001537732.0	274944631.0	bog75	soil metagenome	WGS	METAGENOMIC	
	SRR1157609	modern_metagenome	available_unitigs					soil	Not applicable - env sample	Not applicable - env sample				0.5327977575361729	WGS	PRJNA221719	SAMN02364458	GEORGIA TECH	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX461727	Illumina HiSeq 2000	PAIRED	size fractionation	METAGENOMIC	soil metagenome	ILLUMINA	2014-02-10T00:00:00Z	SRP030479	mMetagenome	Not applicable	70.45	52421485.0		0.0		0.0	81.0	17032.0	1565794592.0			2002541169.0	627707986.0	bog25	soil metagenome	WGS	METAGENOMIC	
	SRR1518393	modern_metagenome	available_unitigs					Oral	Homo sapiens	oral				0.9082625834271312	WGS	PRJNA255439	SAMN02919189	THE GEORGE WASHINGTON UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX655652	Illumina HiSeq 2000	SINGLE	RANDOM	METAGENOMIC	human metagenome	ILLUMINA	2014-10-22T00:00:00Z	SRP044400	mMetagenome	Not declared	57.19	97036033.0		0.0		0.0	65.0	1507.0	2894949474.0			3906180166.0	1083538668.0	ES_069	human metagenome	WGS	METAGENOMIC	
	SRR1518410	modern_metagenome	available_unitigs					Oral	Homo sapiens	oral				0.6765892300754786	WGS	PRJNA255439	SAMN02919189	THE GEORGE WASHINGTON UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX655652	Illumina HiSeq 2000	SINGLE	RANDOM	METAGENOMIC	human metagenome	ILLUMINA	2014-10-22T00:00:00Z	SRP044400	mMetagenome	Not declared	54.54	45624606.0	152.0	2109211.0	4489.0	132201188.0	61.0	1794.0	1450931841.0	64074577.0	279510865.0	2932947928.0	696971661.0	ES_069	human metagenome	WGS	METAGENOMIC	
	SRR1518476	modern_metagenome	available_unitigs					Oral	Homo sapiens	oral				0.6960774892941117	WGS	PRJNA255439	SAMN02919190	THE GEORGE WASHINGTON UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX655726	Illumina HiSeq 2000	SINGLE	RANDOM	METAGENOMIC	human metagenome	ILLUMINA	2014-10-22T00:00:00Z	SRP044400	mMetagenome	Not declared	53.86	46560451.0	154.0	2329876.0	5285.0	152750071.0	60.0	2399.0	1467862029.0	72762445.0	315815641.0	3027256891.0	716519180.0	ES_088	human metagenome	WGS	METAGENOMIC	
	SRR1518536	modern_metagenome	available_unitigs					Oral	Homo sapiens	oral				0.7713553430512547	WGS	PRJNA255439	SAMN02919191	THE GEORGE WASHINGTON UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX655735	Illumina HiSeq 2000	SINGLE	RANDOM	METAGENOMIC	human metagenome	ILLUMINA	2014-10-22T00:00:00Z	SRP044400	mMetagenome	Not declared	55.16	51170097.0	159.0	2835325.0	3367.0	203738501.0	62.0	1786.0	1635459503.0	93510515.0	399386778.0	3345757163.0	791799840.0	ES_089	human metagenome	WGS	METAGENOMIC	
	SRR1518998	modern_metagenome	available_unitigs					Oral	Homo sapiens	oral				0.4077046271413564	WGS	PRJNA255439	SAMN02919192	THE GEORGE WASHINGTON UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX656198	Illumina HiSeq 2000	SINGLE	RANDOM	METAGENOMIC	human metagenome	ILLUMINA	2014-10-22T00:00:00Z	SRP044400	mMetagenome	Not declared	52.23	29670989.0	36.0	1679199.0	2369.0	77477918.0	58.0	1764.0	869329228.0	42267447.0	197091238.0	1787624942.0	418845348.0	ES_095	human metagenome	WGS	METAGENOMIC	
	SRR1519031	modern_metagenome	available_unitigs					Oral	Homo sapiens	oral				0.6499699475243688	WGS	PRJNA255439	SAMN02919193	THE GEORGE WASHINGTON UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX656232	Illumina HiSeq 2000	SINGLE	RANDOM	METAGENOMIC	human metagenome	ILLUMINA	2014-10-22T00:00:00Z	SRP044400	mMetagenome	Not declared	52.18	25746336.0	134.0	2133387.0	5872.0	131711845.0	57.0	2661.0	1343535815.0	64550234.0	284550541.0	2847588282.0	666526370.0	ES_099	human metagenome	WGS	METAGENOMIC	
	SRR1519044	modern_metagenome	available_unitigs					Oral	Homo sapiens	oral				0.3850408708676696	WGS	PRJNA255439	SAMN02919194	THE GEORGE WASHINGTON UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX656233	Illumina HiSeq 2000	SINGLE	RANDOM	METAGENOMIC	human metagenome	ILLUMINA	2014-10-22T00:00:00Z	SRP044400	mMetagenome	Not declared	53.62	14911905.0	205.0	1036394.0	55858.0	105093456.0	59.0	5116.0	799639466.0	45220081.0	173572730.0	1626864037.0	395350249.0	ES_104	human metagenome	WGS	METAGENOMIC	
	SRR1519046	modern_metagenome	available_unitigs					Oral	Homo sapiens	oral				0.3115175813436508	WGS	PRJNA255439	SAMN02919196	THE GEORGE WASHINGTON UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX656247	Illumina HiSeq 2000	SINGLE	RANDOM	METAGENOMIC	human metagenome	ILLUMINA	2014-10-22T00:00:00Z	SRP044400	mMetagenome	Not declared	49.91	51343041.0	311.0	862760.0	17681.0	115378556.0	50.0	6090.0	587598862.0	47422856.0	170890222.0	1281596069.0	318934634.0	ES_107	human metagenome	WGS	METAGENOMIC	
	SRR1519047	modern_metagenome	available_unitigs					Oral	Homo sapiens	oral				0.5228869812563062	WGS	PRJNA255439	SAMN02919197	THE GEORGE WASHINGTON UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX656248	Illumina HiSeq 2000	SINGLE	RANDOM	METAGENOMIC	human metagenome	ILLUMINA	2014-10-22T00:00:00Z	SRP044400	mMetagenome	Not declared	50.03	58009820.0	197.0	1455259.0	21217.0	148975461.0	52.0	4819.0	990546403.0	66810026.0	248845678.0	2168816200.0	536500835.0	ES_110	human metagenome	WGS	METAGENOMIC	
	SRR1519048	modern_metagenome	available_unitigs					Oral	Homo sapiens	oral				0.2809508638456464	WGS	PRJNA255439	SAMN02919198	THE GEORGE WASHINGTON UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX656249	Illumina HiSeq 2000	SINGLE	RANDOM	METAGENOMIC	human metagenome	ILLUMINA	2014-10-22T00:00:00Z	SRP044400	mMetagenome	Not declared	53.22	41257060.0	298.0	886772.0	29704.0	108098777.0	57.0	7371.0	560671930.0	45444923.0	166710347.0	1160489571.0	287998229.0	ES_114	human metagenome	WGS	METAGENOMIC	
	SRR1519049	modern_metagenome	available_unitigs					Oral	Homo sapiens	oral				0.4694229997694492	WGS	PRJNA255439	SAMN02919199	THE GEORGE WASHINGTON UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX656250	Illumina HiSeq 2000	SINGLE	RANDOM	METAGENOMIC	human metagenome	ILLUMINA	2014-10-22T00:00:00Z	SRP044400	mMetagenome	Not declared	52.8	51350540.0	257.0	1037513.0	31529.0	127829756.0	57.0	3685.0	918021076.0	53284507.0	196952913.0	1939671913.0	481818537.0	ES_158	human metagenome	WGS	METAGENOMIC	
	SRR1519056	modern_metagenome	available_unitigs					Oral	Homo sapiens	oral				0.5069171926006675	WGS	PRJNA255439	SAMN02919203	THE GEORGE WASHINGTON UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX656257	Illumina HiSeq 2000	SINGLE	RANDOM	METAGENOMIC	human metagenome	ILLUMINA	2014-10-22T00:00:00Z	SRP044400	mMetagenome	Not declared	53.24	40768371.0	152.0	1464881.0	14250.0	105284164.0	59.0	4370.0	1058753597.0	50685295.0	207961298.0	2175184145.0	520765222.0	ES_210	human metagenome	WGS	METAGENOMIC	
SRS10329919	SRR16071512	modern_metagenome	available_unitigs	SG19.20	Armbrecht2021	2021.0	USA	sediment	Not applicable - env sample	Not applicable - env sample	2.0	2.0	0.0	0.0012558018788695																				39.43	65572.0	34.0	4237.0	177.0	160381.0	37.0	181.0	2585237.0	79939.0	426477.0	7068895.0	1348407.0	Metagenome or environmental sample from metagenome	metagenome	AMPLICON	GENOMIC	Sediment 11.8mbsf
SRS10329918	SRR16071513	modern_metagenome	available_unitigs	SG1.2	Armbrecht2021	2021.0	USA	sediment	Not applicable - env sample	Not applicable - env sample	2.0	2.0	0.0	0.001788156107068																				39.2	91744.0	33.0	7359.0	199.0	269894.0	37.0	199.0	3596779.0	134400.0	743953.0	9951180.0	1920018.0	Metagenome or environmental sample from metagenome	metagenome	AMPLICON	GENOMIC	Sediment 16.4mbsf
SRS10329921	SRR16071519	modern_metagenome	available_unitigs	SG55.56	Armbrecht2021	2021.0	USA	sediment	Not applicable - env sample	Not applicable - env sample	2.0	2.0	0.0	0.0003677597269415																				40.33	19755.0	43.0	470.0	146.0	21209.0	38.0	162.0	796671.0	10071.0	48685.0	2105052.0	394879.0	Metagenome or environmental sample from metagenome	metagenome	AMPLICON	GENOMIC	Sediment 1.2mbsf
	SRR1620017	modern_metagenome	available_unitigs					Skin	Homo sapiens	soft tissue				0.4081629747524857	WGS	PRJNA46333	SAMN03025397	NISC	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX739401	Illumina HiSeq 2000	PAIRED	RANDOM	METAGENOMIC	human skin metagenome	ILLUMINA	2014-10-30T00:00:00Z	SRP002480	mMetagenome	Not applicable	43.15	29006012.0	263.0	670477.0	8094.0	78534257.0	39.0	1227.0	707634002.0	31484859.0	121188385.0	1756641387.0	416097527.0	MET0006	human skin metagenome	WGS	METAGENOMIC	
	SRR1631060	modern_metagenome	available_unitigs					Skin	Homo sapiens	soft tissue				0.5985485250130296	WGS	PRJNA46333	SAMN03025571	NISC	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX743731	Illumina HiSeq 2000	PAIRED	RANDOM	METAGENOMIC	human skin metagenome	ILLUMINA	2014-10-30T00:00:00Z	SRP002480	mMetagenome	Not applicable	54.84	24178312.0	170.0	1278144.0	10422.0	106397467.0	66.0	1760.0	1337571461.0	45280489.0	188726628.0	2637542356.0	618066447.0	MET0207	human skin metagenome	WGS	METAGENOMIC	
	SRR1631061	modern_metagenome	available_unitigs					Skin	Homo sapiens	soft tissue				0.6155668785795569	WGS	PRJNA46333	SAMN03025571	NISC	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX743731	Illumina HiSeq 2000	PAIRED	RANDOM	METAGENOMIC	human skin metagenome	ILLUMINA	2014-10-30T00:00:00Z	SRP002480	mMetagenome	Not applicable	54.7	24812687.0	173.0	1241374.0	14378.0	106506593.0	65.0	1897.0	1372475246.0	45004215.0	186049823.0	2713228666.0	635440391.0	MET0207	human skin metagenome	WGS	METAGENOMIC	
	SRR1631063	modern_metagenome	available_unitigs					Skin	Homo sapiens	soft tissue				0.6767871780321002	WGS	PRJNA46333	SAMN03025571	NISC	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX743731	Illumina HiSeq 2000	PAIRED	RANDOM	METAGENOMIC	human skin metagenome	ILLUMINA	2014-10-30T00:00:00Z	SRP002480	mMetagenome	Not applicable	54.79	27215176.0	157.0	1834892.0	10886.0	133442812.0	65.0	1809.0	1505916918.0	58679128.0	253655640.0	2980987796.0	698626291.0	MET0207	human skin metagenome	WGS	METAGENOMIC	
	SRR1631064	modern_metagenome	available_unitigs					Skin	Homo sapiens	soft tissue				0.683675330132246	WGS	PRJNA46333	SAMN03025571	NISC	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX743731	Illumina HiSeq 2000	PAIRED	RANDOM	METAGENOMIC	human skin metagenome	ILLUMINA	2014-10-30T00:00:00Z	SRP002480	mMetagenome	Not applicable	54.73	27378198.0	143.0	2151431.0	6682.0	144450407.0	65.0	1845.0	1518796548.0	65192251.0	286090142.0	3011318098.0	705787377.0	MET0207	human skin metagenome	WGS	METAGENOMIC	
	SRR1633008	modern_metagenome	available_unitigs					Skin	Homo sapiens	soft tissue				0.1716106152161955	WGS	PRJNA46333	SAMN03025673	NISC	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX745020	Illumina HiSeq 2000	PAIRED	RANDOM	METAGENOMIC	human skin metagenome	ILLUMINA	2014-10-30T00:00:00Z	SRP002480	mMetagenome	Not applicable	61.28	13631124.0		0.0		0.0	71.0	3528.0	522111325.0			684095540.0	202669508.0	MET0310	human skin metagenome	WGS	METAGENOMIC	
	SRR1783758	modern_metagenome	available_unitigs					Oral	Homo sapiens	oral				0.1470127869397401	WGS	PRJNA255922	SAMN03287589	UCLA	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX862787	Illumina HiSeq 2000	PAIRED		METAGENOMIC	human oral metagenome	ILLUMINA	2015-02-05T00:00:00Z	SRP052958	mMetagenome	Plaque	73.73	36490332.0	572.0	598908.0	40570.0	144668186.0	87.0	10464.0	307575619.0	52241658.0	180248796.0	554030524.0	150814011.0	MIMS Environmental/Metagenome sample from human oral metagenome	human oral metagenome	WGS	METAGENOMIC	
	SRR1795009	modern_metagenome	available_unitigs					Oral	Homo sapiens	oral				0.2461440861225128	WGS	PRJNA255922	SAMN03287605	UCLA	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX870379	Illumina HiSeq 2000	PAIRED		METAGENOMIC	human oral metagenome	ILLUMINA	2015-02-10T00:00:00Z	SRP052958	mMetagenome	Plaque	71.46	33017622.0	564.0	708035.0	65935.0	203228132.0	78.0	8906.0	492354096.0	71318159.0	244553934.0	904103999.0	252797258.0	MIMS Environmental/Metagenome sample from human oral metagenome	human oral metagenome	WGS	METAGENOMIC	
	SRR1795018	modern_metagenome	available_unitigs					Oral	Homo sapiens	oral				0.2896318798884749	WGS	PRJNA255922	SAMN03287609	UCLA	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX870388	Illumina HiSeq 2000	PAIRED		METAGENOMIC	human oral metagenome	ILLUMINA	2015-02-10T00:00:00Z	SRP052958	mMetagenome	Plaque	68.46	34856128.0	399.0	865215.0	47770.0	205051883.0	75.0	7074.0	559918375.0	74451738.0	255544079.0	1062118901.0	297354618.0	MIMS Environmental/Metagenome sample from human oral metagenome	human oral metagenome	WGS	METAGENOMIC	
	SRR1923770	modern_metagenome	available_unitigs					Skin	Homo sapiens	soft tissue				0.0000435439869761	AMPLICON	PRJNA278873	SAMN03433816	INDIANA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX963821	454 GS FLX Titanium	SINGLE	PCR	METAGENOMIC	human skin metagenome	LS454	2015-03-23T00:00:00Z	SRP056364	mMetagenome	Not applicable	51.74	2853.0	184.0	113.0	478.0	13029.0	53.0	478.0	94991.0	4912.0	18731.0	199535.0	41208.0	3	human skin metagenome	AMPLICON	METAGENOMIC	
	SRR1923771	modern_metagenome	available_unitigs					Skin	Homo sapiens	soft tissue				0.0000328449532389	AMPLICON	PRJNA278873	SAMN03433817	INDIANA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX963822	454 GS FLX Titanium	SINGLE	PCR	METAGENOMIC	human skin metagenome	LS454	2015-03-23T00:00:00Z	SRP056364	mMetagenome	Not applicable	48.37	2202.0	150.0	84.0	341.0	8970.0	47.0	337.0	71638.0	3373.0	13193.0	155535.0	31614.0	3	human skin metagenome	AMPLICON	METAGENOMIC	
	SRR1923773	modern_metagenome	available_unitigs					Skin	Homo sapiens	soft tissue				0.0000391090288758	AMPLICON	PRJNA278873	SAMN03433818	INDIANA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX963823	454 GS FLX Titanium	SINGLE	PCR	METAGENOMIC	human skin metagenome	LS454	2015-03-23T00:00:00Z	SRP056364	mMetagenome	Not applicable	50.45	2227.0	132.0	129.0	522.0	12770.0	51.0	372.0	86226.0	4956.0	19455.0	183621.0	37274.0	3	human skin metagenome	AMPLICON	METAGENOMIC	
	SRR1950687	modern_metagenome	available_unitigs					Skin	Homo sapiens	soft tissue				0.1313974019140005	WGS	PRJNA277905	SAMN03398501	GENOME INSTITRUTE OF SINGAPORE	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX976936	Illumina HiSeq 2000	PAIRED	RANDOM	METAGENOMIC	human skin metagenome	ILLUMINA	2016-03-26T00:00:00Z	SRP056821	mMetagenome	Not applicable	51.2	10664184.0	197.0	321585.0	11046.0	32218111.0	56.0	2046.0	262111550.0	13991628.0	52342080.0	543513059.0	134184811.0	Metagenome or environmental sample from human skin metagenome	human skin metagenome	WGS	METAGENOMIC	
	SRR1950688	modern_metagenome	available_unitigs					Skin	Homo sapiens	soft tissue				0.0481522008776664	AMPLICON	PRJNA277905	SAMN03398502	GENOME INSTITRUTE OF SINGAPORE	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX976937	Illumina HiSeq 2000	PAIRED	PCR	METAGENOMIC	human skin metagenome	ILLUMINA	2016-03-26T00:00:00Z	SRP056821	mMetagenome	Not applicable	35.17	4650989.0	33.0	220340.0	675.0	8092375.0	33.0	418.0	85841750.0	4645061.0	24043376.0	254039802.0	48788961.0	Metagenome or environmental sample from human skin metagenome	human skin metagenome	AMPLICON	METAGENOMIC	
	SRR1950689	modern_metagenome	available_unitigs					Skin	Homo sapiens	soft tissue				0.2063902011141181	WGS	PRJNA277905	SAMN03398503	GENOME INSTITRUTE OF SINGAPORE	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX976938	Illumina HiSeq 2000	PAIRED	RANDOM	METAGENOMIC	human skin metagenome	ILLUMINA	2016-03-26T00:00:00Z	SRP056821	mMetagenome	Not applicable	53.94	9186682.0	159.0	468679.0	12848.0	35527190.0	61.0	3486.0	439717516.0	15953831.0	67629358.0	883529882.0	211272836.0	Metagenome or environmental sample from human skin metagenome	human skin metagenome	WGS	METAGENOMIC	
	SRR1950694	modern_metagenome	available_unitigs					Skin	Homo sapiens	soft tissue				0.0128045976161956	AMPLICON	PRJNA277905	SAMN03398508	GENOME INSTITRUTE OF SINGAPORE	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX976943	Illumina HiSeq 2000	PAIRED	PCR	METAGENOMIC	human skin metagenome	ILLUMINA	2016-03-26T00:00:00Z	SRP056821	mMetagenome	Not applicable	36.91	9446931.0	40.0	39715.0	1715.0	1881878.0	33.0	742.0	22257468.0	935634.0	4490446.0	62714138.0	12402063.0	Metagenome or environmental sample from human skin metagenome	human skin metagenome	AMPLICON	METAGENOMIC	
	SRR1950695	modern_metagenome	available_unitigs					Skin	Homo sapiens	soft tissue				0.2564842710271477	WGS	PRJNA277905	SAMN03398509	GENOME INSTITRUTE OF SINGAPORE	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX976944	Illumina HiSeq 2000	PAIRED	RANDOM	METAGENOMIC	human skin metagenome	ILLUMINA	2016-03-26T00:00:00Z	SRP056821	mMetagenome	Not applicable	49.1	13089509.0	61.0	481934.0	13488.0	27757655.0	54.0	1702.0	507003812.0	14388016.0	60860116.0	1101740503.0	261652900.0	Metagenome or environmental sample from human skin metagenome	human skin metagenome	WGS	METAGENOMIC	
	SRR1950701	modern_metagenome	available_unitigs					Skin	Homo sapiens	soft tissue				0.1183519382029771	WGS	PRJNA277905	SAMN03398515	GENOME INSTITRUTE OF SINGAPORE	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX976950	Illumina HiSeq 2000	PAIRED	RANDOM	METAGENOMIC	human skin metagenome	ILLUMINA	2016-03-26T00:00:00Z	SRP056821	mMetagenome	Not applicable	58.39	6047181.0	236.0	304936.0	5510.0	42770120.0	66.0	1470.0	248981361.0	16812550.0	60901293.0	473975035.0	121364304.0	Metagenome or environmental sample from human skin metagenome	human skin metagenome	WGS	METAGENOMIC	
	SRR1950711	modern_metagenome	available_unitigs					Skin	Homo sapiens	soft tissue				0.2272766157984733	WGS	PRJNA277905	SAMN03398525	GENOME INSTITRUTE OF SINGAPORE	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX976960	Illumina HiSeq 2000	PAIRED	RANDOM	METAGENOMIC	human skin metagenome	ILLUMINA	2016-03-26T00:00:00Z	SRP056821	mMetagenome	Not applicable	55.88	7966596.0	154.0	834726.0	4008.0	60058450.0	70.0	810.0	473357529.0	27065192.0	112837805.0	952912181.0	232755739.0	Metagenome or environmental sample from human skin metagenome	human skin metagenome	WGS	METAGENOMIC	
	SRR1950716	modern_metagenome	available_unitigs					Skin	Homo sapiens	soft tissue				0.1891240961849689	WGS	PRJNA277905	SAMN03398530	GENOME INSTITRUTE OF SINGAPORE	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX976965	Illumina HiSeq 2000	PAIRED	RANDOM	METAGENOMIC	human skin metagenome	ILLUMINA	2016-03-26T00:00:00Z	SRP056821	mMetagenome	Not applicable	62.09	7863762.0	159.0	712385.0	3010.0	70585284.0	80.0	909.0	401678693.0	30584797.0	111299514.0	739673745.0	194703341.0	Metagenome or environmental sample from human skin metagenome	human skin metagenome	WGS	METAGENOMIC	
	SRR1950724	modern_metagenome	available_unitigs					Skin	Homo sapiens	soft tissue				0.2742594303563237	WGS	PRJNA277905	SAMN03398538	GENOME INSTITRUTE OF SINGAPORE	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX976973	Illumina HiSeq 2000	PAIRED	RANDOM	METAGENOMIC	human skin metagenome	ILLUMINA	2016-03-26T00:00:00Z	SRP056821	mMetagenome	Not applicable	54.12	14574740.0	179.0	546006.0	19443.0	53416271.0	61.0	2533.0	568320773.0	22762751.0	88983858.0	1141928986.0	281635854.0	Metagenome or environmental sample from human skin metagenome	human skin metagenome	WGS	METAGENOMIC	
	SRR1950729	modern_metagenome	available_unitigs					Skin	Homo sapiens	soft tissue				0.1456264108419418	WGS	PRJNA277905	SAMN03398543	GENOME INSTITRUTE OF SINGAPORE	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX976978	Illumina HiSeq 2000	PAIRED	RANDOM	METAGENOMIC	human skin metagenome	ILLUMINA	2016-03-26T00:00:00Z	SRP056821	mMetagenome	Not applicable	57.22	5702657.0	159.0	341645.0	6032.0	28405977.0	69.0	1295.0	319598806.0	12187322.0	49612175.0	611987990.0	149262718.0	Metagenome or environmental sample from human skin metagenome	human skin metagenome	WGS	METAGENOMIC	
	SRR1950730	modern_metagenome	available_unitigs					Skin	Homo sapiens	soft tissue				0.0607082061469554	WGS	PRJNA277905	SAMN03398544	GENOME INSTITRUTE OF SINGAPORE	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX976979	Illumina HiSeq 2000	PAIRED	RANDOM	METAGENOMIC	human skin metagenome	ILLUMINA	2016-03-26T00:00:00Z	SRP056821	mMetagenome	Not applicable	59.72	3450826.0	270.0	133056.0	13908.0	18889956.0	71.0	3236.0	137629031.0	6953140.0	26432711.0	251138616.0	61579259.0	Metagenome or environmental sample from human skin metagenome	human skin metagenome	WGS	METAGENOMIC	
	SRR1950731	modern_metagenome	available_unitigs					Skin	Homo sapiens	soft tissue				0.0965656945481896	WGS	PRJNA277905	SAMN03398545	GENOME INSTITRUTE OF SINGAPORE	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX976980	Illumina HiSeq 2000	PAIRED	RANDOM	METAGENOMIC	human skin metagenome	ILLUMINA	2016-03-26T00:00:00Z	SRP056821	mMetagenome	Not applicable	58.76	5089242.0	223.0	205956.0	10757.0	27654159.0	67.0	2852.0	210931082.0	10549319.0	39606454.0	391987556.0	99167605.0	Metagenome or environmental sample from human skin metagenome	human skin metagenome	WGS	METAGENOMIC	
