archive_accession	Run_accession	sample_type	status	sample_name	project_name	publication_year	geo_loc_name	material	sample_host	community_type	total_runs_for_sample	available_runs_for_sample	unavailable_runs_for_sample	unitig_size_gb	Assay Type	BioProject	BioSample	Center Name	Consent	DATASTORE filetype	DATASTORE provider	DATASTORE region	Experiment	Instrument	LibraryLayout	LibrarySelection	LibrarySource	Organism	Platform	ReleaseDate	SRA Study	Type	Isolation source	Avg_read_len	Avg_num_reads	seqstats_contigs_n50	seqstats_contigs_nbseq	seqstats_contigs_maxlen	seqstats_contigs_sumlen	seqstats_unitigs_n50	seqstats_unitigs_maxlen	seqstats_unitigs_sumlen	size_contigs_after_compression	size_contigs_before_compression	size_unitigs_before_compression	size_unitigs_after_compression	sample_title	scientific_name	library_strategy	library_source	isolation_source
	SRR988078	modern_metagenome	available_unitigs					soil	Not applicable - env sample	Not applicable - env sample				0.3418141696602106	WGS	PRJNA219368	SAMN02354096	GEORGIA TECH	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX352022	Illumina HiSeq 2000	PAIRED		METAGENOMIC	soil metagenome	ILLUMINA	2015-07-22T00:00:00Z	SRP029969	mMetagenome	Not applicable	59.58	19905076.0	143.0	213678.0	2293.0	14372981.0	71.0	886.0	891289180.0	6118589.0	26726980.0	1497095803.0	354819936.0	MIMS Environmental/Metagenome sample from environment-soil	soil metagenome	WGS	METAGENOMIC	
	SRR988079	modern_metagenome	available_unitigs					soil	Not applicable - env sample	Not applicable - env sample				1.930334302596748	WGS	PRJNA219368	SAMN02354096	GEORGIA TECH	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX352022	Illumina HiSeq 2000	PAIRED		METAGENOMIC	soil metagenome	ILLUMINA	2015-07-22T00:00:00Z	SRP029969	mMetagenome	Not applicable	55.91	95040835.0	124.0	2884268.0	2679.0	206397030.0	65.0	1518.0	4571604431.0	95617867.0	381909757.0	8340475344.0	1993492948.0	MIMS Environmental/Metagenome sample from environment-soil	soil metagenome	WGS	METAGENOMIC	
	SRR988082	modern_metagenome	available_unitigs					soil	Not applicable - env sample	Not applicable - env sample				1.1219782754778862	WGS	PRJNA219368	SAMN02354108	GEORGIA TECH	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX352040	Illumina HiSeq 2000	PAIRED		METAGENOMIC	soil metagenome	ILLUMINA	2015-07-22T00:00:00Z	SRP029969	mMetagenome	Not applicable	57.42	56722675.0	165.0	556972.0	2963.0	59942433.0	68.0	888.0	2757068039.0	23922230.0	90459032.0	4872475802.0	1160376129.0	MIMS Environmental/Metagenome sample from environment-soil	soil metagenome	WGS	METAGENOMIC	
	SRR988085	modern_metagenome	available_unitigs					soil	Not applicable - env sample	Not applicable - env sample				0.5071444315835834	WGS	PRJNA219368	SAMN02354106	GEORGIA TECH	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX352038	Illumina HiSeq 2000	PAIRED		METAGENOMIC	soil metagenome	ILLUMINA	2015-07-22T00:00:00Z	SRP029969	mMetagenome	Not applicable	58.46	28954280.0	152.0	192256.0	2019.0	13987212.0	69.0	1010.0	1297124198.0	5999340.0	25385779.0	2213810640.0	526025464.0	MIMS Environmental/Metagenome sample from environment-soil	soil metagenome	WGS	METAGENOMIC	
	SRR988086	modern_metagenome	available_unitigs					soil	Not applicable - env sample	Not applicable - env sample				0.505218368023634	WGS	PRJNA219368	SAMN02354105	GEORGIA TECH	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX352037	Illumina HiSeq 2000	PAIRED		METAGENOMIC	soil metagenome	ILLUMINA	2015-07-22T00:00:00Z	SRP029969	mMetagenome	Not applicable	58.02	29162543.0	52.0	408465.0	1523.0	21737683.0	69.0	758.0	1290978117.0	10213576.0	46530256.0	2212391974.0	523848933.0	MIMS Environmental/Metagenome sample from environment-soil	soil metagenome	WGS	METAGENOMIC	
	SRR988087	modern_metagenome	available_unitigs					soil	Not applicable - env sample	Not applicable - env sample				0.9848168613389134	WGS	PRJNA219368	SAMN02354104	GEORGIA TECH	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX352036	Illumina HiSeq 2000	PAIRED		METAGENOMIC	soil metagenome	ILLUMINA	2015-07-22T00:00:00Z	SRP029969	mMetagenome	Not applicable	57.73	51957318.0	94.0	891779.0	2660.0	55621925.0	68.0	1838.0	2456949734.0	25106333.0	108573582.0	4270616807.0	1019792098.0	MIMS Environmental/Metagenome sample from environment-soil	soil metagenome	WGS	METAGENOMIC	
	SRR988088	modern_metagenome	available_unitigs					soil	Not applicable - env sample	Not applicable - env sample				1.0329159554094076	WGS	PRJNA219368	SAMN02354103	GEORGIA TECH	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX352035	Illumina HiSeq 2000	PAIRED		METAGENOMIC	soil metagenome	ILLUMINA	2015-07-22T00:00:00Z	SRP029969	mMetagenome	Not applicable	57.46	55033514.0	158.0	672159.0	3135.0	55176616.0	68.0	1384.0	2557431581.0	23213168.0	94494187.0	4478054228.0	1068784528.0	MIMS Environmental/Metagenome sample from environment-soil	soil metagenome	WGS	METAGENOMIC	
	SRR988090	modern_metagenome	available_unitigs					soil	Not applicable - env sample	Not applicable - env sample				1.6704510925337672	WGS	PRJNA219368	SAMN02354101	GEORGIA TECH	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX352031	Illumina HiSeq 2000	PAIRED		METAGENOMIC	soil metagenome	ILLUMINA	2015-07-22T00:00:00Z	SRP029969	mMetagenome	Not applicable	57.96	88140175.0	172.0	870131.0	23690.0	112980562.0	68.0	1419.0	4069043568.0	42502764.0	157748704.0	7184422754.0	1727356825.0	MIMS Environmental/Metagenome sample from environment-soil	soil metagenome	WGS	METAGENOMIC	
	SRR988091	modern_metagenome	available_unitigs					soil	Not applicable - env sample	Not applicable - env sample				1.1053989101201296	WGS	PRJNA219368	SAMN02354100	GEORGIA TECH	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX352030	Illumina HiSeq 2000	PAIRED		METAGENOMIC	soil metagenome	ILLUMINA	2015-07-22T00:00:00Z	SRP029969	mMetagenome	Not applicable	58.21	67447483.0	169.0	720707.0	9640.0	94583913.0	68.0	1369.0	2655366644.0	36591111.0	131350173.0	4630910534.0	1143836638.0	MIMS Environmental/Metagenome sample from environment-soil	soil metagenome	WGS	METAGENOMIC	
	SRR988092	modern_metagenome	available_unitigs					soil	Not applicable - env sample	Not applicable - env sample				1.7559384973719716	WGS	PRJNA219368	SAMN02354099	GEORGIA TECH	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX352029	Illumina HiSeq 2000	PAIRED		METAGENOMIC	soil metagenome	ILLUMINA	2015-07-22T00:00:00Z	SRP029969	mMetagenome	Not applicable	57.97	75181337.0	87.0	3275313.0	3535.0	202607589.0	69.0	1388.0	4145391804.0	98349548.0	407216498.0	7481692910.0	1813242324.0	MIMS Environmental/Metagenome sample from environment-soil	soil metagenome	WGS	METAGENOMIC	
	SRR988094	modern_metagenome	available_unitigs					soil	Not applicable - env sample	Not applicable - env sample				0.904937731102109	WGS	PRJNA219368	SAMN02354097	GEORGIA TECH	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX352027	Illumina HiSeq 2000	PAIRED		METAGENOMIC	soil metagenome	ILLUMINA	2015-07-22T00:00:00Z	SRP029969	mMetagenome	Not applicable	57.22	48316398.0	85.0	820932.0	1773.0	50079163.0	68.0	1273.0	2257134163.0	23414340.0	98900590.0	3954201343.0	937003984.0	MIMS Environmental/Metagenome sample from environment-soil	soil metagenome	WGS	METAGENOMIC	
	SRR988095	modern_metagenome	available_unitigs					soil	Not applicable - env sample	Not applicable - env sample				0.3414435693994164	WGS	PRJNA219368	SAMN02354095	GEORGIA TECH	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX352025	Illumina HiSeq 2000	PAIRED		METAGENOMIC	soil metagenome	ILLUMINA	2015-07-22T00:00:00Z	SRP029969	mMetagenome	Not applicable	59.58	19905076.0	162.0	107371.0	3202.0	10560906.0	71.0	886.0	891289180.0	4114430.0	16375711.0	1497083624.0	354498085.0	MIMS Environmental/Metagenome sample from environment-soil	soil metagenome	WGS	METAGENOMIC	
	SRR988096	modern_metagenome	available_unitigs					soil	Not applicable - env sample	Not applicable - env sample				1.9199955631047487	WGS	PRJNA219368	SAMN02354096	GEORGIA TECH	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX352026	Illumina HiSeq 2000	PAIRED		METAGENOMIC	soil metagenome	ILLUMINA	2015-07-22T00:00:00Z	SRP029969	mMetagenome	Not applicable	56.29	95040835.0	149.0	2733670.0	3371.0	203826220.0	66.0	1827.0	4569720488.0	93104633.0	368355799.0	8285313750.0	1983043204.0	MIMS Environmental/Metagenome sample from environment-soil	soil metagenome	WGS	METAGENOMIC	
	SRR988097	modern_metagenome	available_unitigs					soil	Not applicable - env sample	Not applicable - env sample				0.4387739105150103	WGS	PRJNA219368	SAMN02354094	GEORGIA TECH	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX352024	Illumina HiSeq 2000	PAIRED		METAGENOMIC	soil metagenome	ILLUMINA	2015-07-22T00:00:00Z	SRP029969	mMetagenome	Not applicable	59.41	23571226.0	166.0	128330.0	8027.0	13975778.0	71.0	906.0	1136874302.0	5292688.0	20887022.0	1925052332.0	455151573.0	MIMS Environmental/Metagenome sample from environment-soil	soil metagenome	WGS	METAGENOMIC	
